iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
11,5070.478390455246,48,48,48,5376,1.7193195819854736,445.9187378883362,8.607105195522308,0.08979538620669157,1.1644991586605709,0.09489696904691926,8.196381707986196,0.000796543044572605,0.000296484375,19.33418357372284,0.5756823851163559,0.00036960000000000004,3126.818339259409,65.0,100.0,20000,20000,100,53,47,0,98.88158487167942,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped
12,5531.2573981285095,48,48,48,5376,1.6797106266021729,456.99569869041443,8.585237284501394,0.08618579272581536,1.1379045347372692,0.06784134920906117,8.196380694707235,0.0006823635487551419,0.00029609374999999997,19.238717675209045,0.5707251806933946,0.0004032,3200.551282380656,65.0,100.0,20000,20000,100,48,51,1,98.82352941176471,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
13,5994.102763414383,48,48,48,5376,1.7517142295837402,458.6896286010742,8.558032234509787,0.08051410159908075,1.1408018892010052,0.08268233824033153,8.196735997994741,0.0009890840752698248,0.00029570312499999996,19.239847620328266,0.6224120710264662,0.0004368,3068.993737224763,65.0,100.0,20000,20000,100,48,51,1,98.85176892073444,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
14,6448.444471120834,48,48,48,5376,1.8517074584960938,450.3095452785492,8.526168584823608,0.0825895669975781,1.1529335752129555,0.0918972834142471,8.196699738502502,0.0010324371959627447,0.0002953125,19.273470997810364,0.6563973533554438,0.00047040000000000005,2903.26637468223,65.0,100.0,20000,20000,100,53,47,0,98.92370945637278,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped
15,6905.132543802261,48,48,48,5376,1.6270382404327393,452.9508259296417,8.52295289436976,0.11324472315486897,1.144660825530688,0.07326659412319865,8.19670977195104,0.0009449253702881988,0.000294921875,19.028239806493122,0.550556880518053,0.000504,3304.1632743494456,65.0,100.0,20000,20000,100,49,49,2,98.82055145397017,2.0,96.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
16,8108.037961244583,48,48,48,5376,1.8400542736053467,454.4082157611847,8.478748937447866,0.12047616192971827,1.1638971517483394,0.0709137830972866,8.19664752483368,0.0008749704726397098,0.00029453125,19.093621611595154,0.568279765829217,0.0005376000000000001,2921.652951826485,65.0,100.0,20000,20000,100,53,45,2,98.82478823004904,0.0,98.0,0.0,2.0,50.0,100.0,0.0,742.1160423755646,reject
17,8567.497111320496,48,48,48,5376,1.9260873794555664,455.1411168575287,8.43066394329071,0.08806044836427598,1.1405107167859871,0.06865224906614303,8.196573237578074,0.0010095648573837874,0.00029414062499999997,18.954952200253803,0.6662608527452818,0.0005712,2791.1506286488393,65.0,100.0,20000,20000,100,50,50,0,98.90337214577347,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped
18,9029.197309017181,48,48,48,5376,1.8367369174957275,457.80638813972473,8.431965152422586,0.13734759237334956,1.1179458387196064,0.0765396755749317,8.195973555246988,0.0009015656278994041,0.00029374999999999996,18.692532539367676,0.7039912910860775,0.0006048,2926.929789885113,65.0,100.0,20000,20000,100,46,52,2,98.83616830796777,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
19,9484.27998805046,48,48,48,5376,1.9033551216125488,450.6971380710602,8.366635382175446,0.11338507937043903,1.1113866803546746,0.08108372708075767,8.194351514180502,0.0011315933562269518,0.000293359375,18.42436150709788,0.6501149835436186,0.0006384,2824.486055679078,65.0,100.0,20000,20000,100,53,45,2,98.86394455326202,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
20,9950.46974515915,48,48,48,5376,1.5723507404327393,462.6005644798279,8.33827575047811,0.12223034470147215,1.0577206561962764,0.07361962122131696,8.191730380058289,0.0008807327449900756,0.00029296875,18.022819836934406,0.5284919387063256,0.000672,3419.0844712677963,65.0,100.0,20000,20000,100,51,44,5,98.74809160305344,0.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,skipped
21,10404.263635873795,48,48,48,5376,1.6379659175872803,449.8507196903229,8.29837473233541,0.11393942367921522,1.0819918910662334,0.08283829700581542,8.188462018966675,0.001620704119600831,0.000292578125,18.051700870196026,0.6923652351879578,0.0006999933325729114,3282.119574208745,65.0,100.0,20000,20000,100,52,45,3,98.85365853658537,1.0,96.0,0.0,3.0,0.0,0.0,0.0,0.0,skipped
22,10863.721549749374,48,48,48,5376,1.7710380554199219,456.0982964038849,8.219392677148184,0.136437363936177,1.0888177504142125,0.08105745803111053,8.183622320493063,0.0024433481154057042,0.00029218749999999997,17.74268666903178,0.47182062063802804,0.0006996733877798257,3035.507895241316,65.0,100.0,20000,20000,100,54,44,2,98.8185053380783,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
23,11316.094113111496,48,48,48,5376,1.7078442573547363,448.3406047821045,8.181966046492258,0.14497163109935723,1.0572198952237766,0.06916496990090469,8.176701426506042,0.0036797374718336756,0.00029179687499999996,17.667455156644184,0.5886723178355935,0.0006988743115478408,3147.828015844276,65.0,100.0,20000,20000,100,55,44,1,98.88536474852741,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
24,11778.648142337799,48,48,48,5376,1.7204875946044922,459.16814255714417,8.104190021753311,0.13975983273305745,1.092295768360297,0.08142907358395671,8.166910668214163,0.004947894922545611,0.00029140625,17.514066616694134,0.4829017579872641,0.000697598122412869,3124.695590284591,65.0,100.0,20000,20000,100,52,47,1,98.85816876122082,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
25,12239.804501056671,48,48,48,5376,1.7185051441192627,455.7016885280609,8.035661866267523,0.15967797756846547,1.0690200502673786,0.06572409008583256,8.152038733164469,0.005961780362576224,0.000291015625,17.10971411069234,0.36956482815561054,0.000695848044139423,3128.3002081179166,65.0,100.0,20000,20000,100,50,47,3,98.8218442256043,0.0,97.0,0.0,3.0,0.0,0.0,0.0,0.0,skipped
26,12699.416071176529,48,48,48,5376,1.638504981994629,456.4901297092438,8.026168048381805,0.14279667881403652,1.0662791356444359,0.06943144956521234,8.134651104609171,0.009164444149218326,0.000290625,16.979365924994152,0.4962839560579296,0.0006936284975771073,3281.0397643439223,65.0,100.0,20000,20000,100,57,43,0,98.8172521120498,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped
27,13161.115246295929,48,48,48,5376,1.6420204639434814,457.77647519111633,7.980291207631429,0.17610845795253394,1.0555747697750728,0.06961004122198161,8.114424447218576,0.011285299710460793,0.00029023437499999997,16.788942118485767,0.5205819062202205,0.0006909450894931682,3274.015225784082,65.0,100.0,20000,20000,100,53,44,3,98.79569892473118,1.0,96.0,0.0,3.0,0.0,0.0,0.0,0.0,skipped
28,13622.971693754196,48,48,48,5376,1.6248373985290527,457.3101978302002,7.888849784930547,0.1839096281472323,1.0894478087623913,0.07496611708107138,8.081653455893198,0.014648181091702595,0.00028984374999999995,16.856262664000194,0.5976455019449691,0.0006878045984093133,3308.6387627874847,65.0,100.0,20000,20000,100,48,51,1,98.83400089007566,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
29,14079.813971281052,48,48,48,5376,1.8258466720581055,452.7971169948578,7.846235205729802,0.17251537997602484,1.0480902766187985,0.06842958282225763,8.061561942100525,0.01661762591019335,0.000289453125,16.499009748299915,0.49279948683932373,0.0006842149574785772,2944.3874353042693,65.0,100.0,20000,20000,100,53,45,2,98.83870967741936,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
30,14535.481259584427,48,48,48,5376,1.8307623863220215,452.27627778053284,7.789988378683726,0.18988040385002156,1.0702977143228054,0.06634158915761376,8.028051435947418,0.017910632630725645,0.0002890625,16.515571296215057,0.6514786524059731,0.0006801852344454884,2936.4815664583957,65.0,100.0,20000,20000,100,57,42,1,98.88841850619897,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
31,14991.120196580887,48,48,48,5376,1.7000699043273926,451.6136882305145,7.739603102207184,0.2110652897358957,1.0433931052684784,0.04746479007371071,7.996976912021637,0.026549469852854057,0.000288671875,16.15927215417226,0.49284835804856403,0.0006757256087401603,3162.2229099614196,65.0,100.0,20000,20000,100,53,44,3,98.8494801868314,0.0,97.0,0.0,3.0,0.0,0.0,0.0,0.0,skipped
32,16202.941479206085,48,48,48,5376,1.5322120189666748,460.7940239906311,7.729531506697337,0.20455603505281544,1.0615481746693451,0.04949778620930988,7.971831142902374,0.024592734040281117,0.00028828124999999996,16.022958517074585,0.45399220574848026,0.0006708473457641662,3508.6528061733775,65.0,100.0,20000,20000,100,57,42,1,98.85816876122082,0.0,99.0,0.0,1.0,50.0,100.0,0.0,745.4722657203674,reject
33,16665.616762399673,48,48,48,5376,1.7521967887878418,459.1463236808777,7.622559825579326,0.24044581563269093,1.0545467684666316,0.06859325554766939,7.944025546312332,0.02839025294962248,0.00028789062499999995,15.8074951171875,0.5294324703528205,0.000665562768433158,3068.148528978347,65.0,100.0,20000,20000,100,54,44,2,98.84423163250037,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
34,17133.566162109375,48,48,48,5376,1.6659660339355469,463.9594957828522,7.602104206879933,0.2482011798666936,1.031402217845122,0.05648540588316801,7.9059107303619385,0.02794771242786666,0.0002875,15.767521937688192,0.4451834630159794,0.0006598852260481115,3226.956546827165,65.0,100.0,20000,20000,100,55,40,5,98.76391554702495,0.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,skipped
35,17591.664301633835,48,48,48,5376,1.6676418781280518,454.40652561187744,7.429429918527603,0.2563205452853498,1.0458127136031787,0.07247046265480733,7.8641947110493975,0.036515962821461835,0.000287109375,15.52585200468699,0.4793150439724264,0.0006538290605738337,3223.71371846012,65.0,100.0,20000,20000,100,52,46,2,98.8185053380783,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,skipped
36,18063.55962085724,48,48,48,5376,1.607414960861206,467.9101390838623,7.330637991428375,0.28952734478367437,1.0317788732548554,0.06673915216871583,7.819304724534352,0.04363786678421333,0.00028671874999999997,15.414766689141592,0.5561334496372806,0.000647409570409915,3344.5004127121574,65.0,100.0,20000,20000,100,50,46,4,98.7699102016782,0.0,96.0,0.0,4.0,0.0,0.0,0.0,0.0,skipped
37,18526.558248996735,48,48,48,5376,1.7459030151367188,459.14826488494873,7.168484836816788,0.2783692287900386,1.0113521156211693,0.06438959464436556,7.771059970060985,0.03529269268232144,0.00028632812499999996,15.231555064519247,0.37463992239879484,0.0006406429717456439,3079.208841150328,65.0,100.0,20000,20000,100,47,47,6,98.70069605568446,0.0,94.0,0.0,6.0,0.0,0.0,0.0,0.0,skipped
38,18988.918113708496,48,48,48,5376,1.746199369430542,458.67558550834656,6.957407454649608,0.30164277328829187,1.0296024059255917,0.0723505870603653,7.721582651138306,0.037301155587671046,0.0002859375,15.425655027230581,0.5914048889071446,0.0006335463575965054,3078.6862566289797,65.0,100.0,20000,20000,100,41,54,5,98.77374425840866,0.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,skipped
39,19438.245099067688,48,48,48,5376,1.7307014465332031,445.55921363830566,6.941381057103475,0.36626579966175643,1.0420978876451652,0.06976868273201656,7.659714063008626,0.052417723157326145,0.000285546875,15.4002033273379,0.44667626462265064,0.0006261376546257414,3106.254987403376,65.0,100.0,20000,20000,100,39,59,2,98.84550898203592,1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,skipped
40,19915.782425165176,48,48,48,5376,1.8361594676971436,473.6595814228058,6.81880517800649,0.3655560603141605,0.9912078989048799,0.06535980312421125,7.598207553227742,0.05652304879158047,0.00028515625,15.017703453699747,0.48786824773182247,0.000618435577860042,2927.85027367063,65.0,100.0,20000,20000,100,43,50,7,98.65520206362855,0.0,93.0,0.0,7.0,0.0,0.0,0.0,0.0,skipped
41,20398.626391410828,48,48,48,5376,1.8054323196411133,478.80992126464844,6.367956380049388,0.3884525541868432,0.9552614415685335,0.05746804272546412,7.447051852941513,0.08585326013631142,0.00028476562499999997,14.801048378149668,0.5701506932155294,0.000610459583413765,2977.680160876177,65.0,100.0,20000,20000,100,38,53,9,98.55803571428571,0.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,skipped
42,20884.615584135056,48,48,48,5376,1.7807459831237793,481.8612232208252,6.192756662766139,0.5324699119537639,0.9284433076779047,0.06746476409461519,7.258163104454677,0.11717574695993771,0.00028437499999999996,14.544244289398193,0.5110990917407021,0.000602229819341102,3018.9594984060764,65.0,100.0,20000,20000,100,36,55,9,98.5756426464391,0.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,skipped
43,21356.51215481758,48,48,48,5376,1.6279337406158447,468.0007073879242,5.91449894507726,0.44725670366907594,0.9100757787624995,0.05813251126517435,6.990919381380081,0.16065545518024069,0.000283984375,14.198659280935923,0.7263423716180968,0.0005937670747403451,3302.3457072437527,65.0,100.0,20000,20000,100,31,63,6,98.69016322403583,1.0,94.0,0.0,5.0,0.0,0.0,0.0,0.0,skipped
44,21844.33788251877,48,48,48,5376,1.8468689918518066,483.7503786087036,5.780551185210546,0.5092002142464271,0.8716979635258516,0.06155684321017238,6.815168579419454,0.22276775057364867,0.00028359375,14.142153958479563,0.8800152697055823,0.0005850927272388201,2910.872413646204,65.0,100.0,20000,20000,100,30,60,10,98.52631578947368,1.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,skipped
45,22329.054903268814,48,48,48,5376,1.6980550289154053,481.21596240997314,5.653998672962189,0.48957459675218423,0.7610330283641815,0.07827787114039564,6.58234163125356,0.22101971493248085,0.000283203125,13.665892740090689,1.0087763222725006,0.000576228688991145,3165.9751353487054,65.0,100.0,20000,20000,100,26,58,16,98.40916530278233,2.0,84.0,0.0,14.0,0.0,0.0,0.0,0.0,skipped
46,22818.88383412361,48,48,48,5376,1.6975750923156738,485.58825874328613,5.3691600660483045,0.48125790385530065,0.8205311285952727,0.06168453442530639,6.353346079587936,0.2154144398907827,0.00028281249999999997,13.60612827539444,0.8944371401390004,0.0005671973513272249,3166.8702164253373,65.0,100.0,20000,20000,100,26,63,11,98.47058823529412,1.0,89.0,0.0,10.0,0.0,0.0,0.0,0.0,skipped
47,23298.515275239944,48,48,48,5376,1.801222324371338,475.9566535949707,5.186780581871669,0.4523833371867295,0.7381432627638181,0.07236010393735716,6.116594175497691,0.2281826769189668,0.00028242187499999996,12.608949224154154,0.7709665953773294,0.0005580215281898106,2984.6398899571323,65.0,100.0,20000,20000,100,24,55,21,98.33324272900245,5.0,79.0,0.0,16.0,0.0,0.0,0.0,0.0,skipped
48,24528.269183397293,48,48,48,5376,1.7882168292999268,470.76271629333496,5.025065054496129,0.4522781795853274,0.7834714353084564,0.07172694794305505,5.8926631808280945,0.2443276438917553,0.00028203125,12.741234044233957,0.7326192676954179,0.0005487243985044982,3006.346832170606,65.0,100.0,20000,20000,100,24,54,22,98.31481983202384,7.0,78.0,0.0,15.0,50.0,100.0,0.0,751.7553205490112,reject
49,25023.556598186493,48,48,48,5376,2.1517250537872314,489.57502818107605,5.061736911535263,0.4210968764002112,0.6546776493390402,0.07091020907147615,5.85476674636205,0.2789058636233425,0.000281640625,12.335273106892904,0.7694970865986147,0.0005393294476277516,2498.4604750210774,65.0,100.0,20000,20000,100,20,52,28,98.19662099241718,8.0,72.0,0.0,20.0,0.0,0.0,0.0,0.0,skipped
50,25498.18136548996,48,48,48,5376,1.8032233715057373,470.5744752883911,4.635291953881581,0.3481795586441469,0.6617387197911739,0.06182540044378038,5.506915430227916,0.21492179028510125,0.00028125,12.011356910069784,0.5629575296884044,0.0005298604080208541,2981.327818256317,65.0,100.0,20000,20000,100,27,42,31,98.23962368566686,17.0,69.0,0.0,14.0,0.0,0.0,0.0,0.0,skipped
51,25986.267654657364,48,48,48,5376,1.6621818542480469,484.3869614601135,4.711316352089246,0.40220492383212814,0.6280157174915075,0.05698128853410188,5.4626331230004626,0.28938087198878454,0.00028085937499999997,11.985628803571066,0.5483107497763292,0.0005203411992996518,3234.3031457481793,65.0,100.0,20000,20000,100,24,38,38,98.01398601398601,12.0,62.0,0.0,26.0,0.0,0.0,0.0,0.0,skipped
52,26454.73582839966,48,48,48,5376,1.8736779689788818,464.35353922843933,4.537794798612595,0.35257674778111514,0.6164408052961031,0.06176377711430565,5.276764194170634,0.28780578776025384,0.00028046874999999996,11.944733083248138,0.6305115813838121,0.0005107958678115267,2869.223040995575,65.0,100.0,20000,20000,100,21,37,42,98.03085177733065,17.0,58.0,0.0,25.0,0.0,0.0,0.0,0.0,skipped
53,26936.97869992256,48,48,48,5376,1.8205389976501465,478.311562538147,4.367429027954738,0.3986617733162754,0.608311707774798,0.0572610681237391,5.14016396800677,0.2602714780081754,0.000280078125,11.81047389904658,0.5671379515739405,0.0005012485258922381,2952.971623754861,65.0,100.0,20000,20000,100,18,47,35,98.13787510137875,19.0,65.0,0.0,16.0,0.0,0.0,0.0,0.0,skipped
54,27423.777557611465,48,48,48,5376,1.9813265800476074,482.4655747413635,4.511626621087392,0.3292060227202097,0.5956480465829372,0.06097218580622308,5.045922189950943,0.2307136542019474,0.0002796875,11.607749263445536,0.6654725704111457,0.0004917232909560684,2713.3336089756717,65.0,100.0,20000,20000,100,21,37,42,98.06255099265705,22.0,58.0,0.0,20.0,0.0,0.0,0.0,0.0,skipped
55,27885.72842311859,48,48,48,5376,1.6246905326843262,458.0467703342438,4.354040041565895,0.4230725364049036,0.6261433499554793,0.057118019842705585,5.024533023436864,0.3008984267806778,0.000279296875,11.42503446340561,0.6215083054856788,0.0004822442245731418,3308.9378511474006,65.0,100.0,20000,20000,100,21,42,37,98.15511778481884,19.0,63.0,0.0,18.0,0.0,0.0,0.0,0.0,skipped
56,28367.099774837494,48,48,48,5376,1.7742033004760742,477.1293034553528,4.413415268063545,0.4002901700044569,0.5491167704264323,0.0536033439112993,4.96060444911321,0.24876415755277798,0.00027890624999999997,11.361968179543814,0.6351651348233597,0.0004728352716878109,3030.09243560614,65.0,100.0,20000,20000,100,16,40,44,98.00375033485133,25.0,56.0,0.0,19.0,0.0,0.0,0.0,0.0,skipped
57,28820.924587488174,48,48,48,5376,1.6444952487945557,450.11615657806396,4.158677523334821,0.38181759214563904,0.5475469194352627,0.060152122705722025,4.882668654123942,0.33163911666521745,0.000278515625,11.134043256441752,0.7881001831162692,0.0004635202001316476,3269.088192222327,65.0,100.0,20000,20000,100,17,41,42,98.11695743196093,25.0,58.0,0.0,17.0,0.0,0.0,0.0,0.0,skipped
58,29275.37162542343,48,48,48,5376,1.699763536453247,450.66772627830505,4.172456473112106,0.3647158176170057,0.5699309806029002,0.05860036742629645,4.751628985007604,0.2889360435389551,0.000278125,10.991104900836945,0.6149147812610206,0.00045432254058383914,3162.792873659147,65.0,100.0,20000,20000,100,17,45,38,98.23608914450035,26.0,62.0,0.0,12.0,0.0,0.0,0.0,0.0,skipped
59,29732.034594535828,48,48,48,5376,1.6477558612823486,453.046160697937,4.294237727920215,0.403956266500634,0.5297247314204773,0.0549984025968968,4.835176984469096,0.36301157044377147,0.000277734375,10.840948045253754,0.7485622613046462,0.0004452655271306492,3262.6192546608117,65.0,100.0,20000,20000,100,14,41,45,98.08683434031192,30.0,55.0,0.0,15.0,0.0,0.0,0.0,0.0,skipped
60,30173.369656562805,48,48,48,5376,1.7303402423858643,437.66598534584045,4.120970666408539,0.4025203675352582,0.5303398972998062,0.06215813725088742,4.749120285113652,0.3010760326927334,0.00027734375,10.634329199790955,0.6712426218098451,0.0004363720385741005,3106.903410272277,65.0,100.0,20000,20000,100,19,26,55,98.06022845275182,39.0,45.0,0.0,16.0,0.0,0.0,0.0,0.0,skipped
61,30605.536777496338,48,48,48,5376,1.4689538478851318,429.40250277519226,4.068926150600116,0.3860433834637798,0.5379681009799242,0.05489017696996435,4.635611911614736,0.297274860554838,0.00027695312499999996,10.686533093452454,0.6556540963615222,0.00042766454063813443,3659.7473826287214,65.0,100.0,20000,20000,100,16,34,50,98.15099416953207,39.0,50.0,0.0,11.0,0.0,0.0,0.0,0.0,skipped
62,31012.61145377159,48,48,48,5376,1.7504479885101318,403.3943440914154,4.252147535483043,0.37501234493848523,0.5120448631544908,0.043030142707696346,4.796279460191727,0.35997993378172594,0.0002765625,10.679133037726084,0.617796317902179,0.0004191650292182435,3071.2137894343855,65.0,100.0,20000,20000,100,13,34,53,98.16674372014178,44.0,47.0,0.0,9.0,0.0,0.0,0.0,0.0,skipped
63,31406.381995677948,48,48,48,5376,1.9013431072235107,389.92292881011963,4.109964365760486,0.3384433159492121,0.5170249460885922,0.049249534476864164,4.738229036331177,0.3431633069599866,0.000276171875,10.62801698843638,0.6713022757742177,0.00041089497481792953,2827.4749463028024,65.0,100.0,20000,20000,100,13,29,58,98.19053749597683,50.0,42.0,0.0,8.0,0.0,0.0,0.0,0.0,skipped
64,32579.699321985245,48,48,48,5376,1.8459804058074951,406.8650393486023,4.091968387365341,0.39134665184116324,0.5869440206636986,0.05354802299581833,4.670291403929393,0.31401978480274406,0.00027578125,10.573578278223673,0.5299087862284435,0.0004028752683123489,2912.2735989434045,65.0,100.0,20000,20000,100,19,33,48,98.25231910946196,42.0,52.0,0.0,6.0,50.0,100.0,0.0,760.0384259223938,reject
