iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,eval_requests,eval_cache_hits,eval_cache_misses,eval_batches,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
11,3187.8458776474,128,128,128,32768,3.856536388397217,138.63955116271973,8.303201511502266,0.012500299706942176,1.0003941399045289,0.09015606221871034,8.430844768881798,0.0005232895408515949,0.00019648437500000002,30.609095871448517,9.857300471023827,0.001999243432706636,8496.743372780267,75.0,46.844,23422,50000,ramp,1,108,0.89,8,4.2,32,9,10,13,161.90052781161185,59.375,0.0,0.0,40.625,2654195,37292,2616903,41100,0.0,0.0,0.0,0.0,skipped
12,3328.2529711723328,128,128,128,32768,3.653355598449707,136.69451928138733,8.258907712996006,0.01673598525331372,1.0035550137981772,0.07733727054347861,8.428602181375027,0.000734360229027502,0.00019609375,29.378706596791744,9.626030468424055,0.0019982612351282566,8969.288402668775,75.0,51.77,25885,50000,ramp,1,106,0.88,8,3.9,32,8,5,19,152.45347985347985,40.625,0.0,0.0,59.375,3036963,42133,2994830,46127,0.0,0.0,0.0,0.0,skipped
13,3457.3328931331635,128,128,128,32768,4.391083717346191,124.64561128616333,8.20821039378643,0.01869310880637355,0.9959328318946064,0.06894016940425222,8.425307810306549,0.0012267845464775892,0.00019570312500000002,25.86953742057085,8.946224406321356,0.001996876692252716,7462.394731978321,75.0,57.230000000000004,28615,50000,ramp,1,104,0.87,7,3.6,32,7,9,16,156.6335940716344,50.0,0.0,0.0,50.0,3385197,46854,3338343,50813,0.0,0.0,0.0,0.0,skipped
14,4035.254828453064,128,128,128,32768,3.9378716945648193,119.25298810005188,8.151470266282558,0.020308625053210873,1.0062921373173594,0.0785706717693197,8.420832097530365,0.0016684097081294755,0.0001953125,29.77733886241913,9.249351602609904,0.001995090424238486,8321.2462318738,75.0,62.088,31044,50000,ramp,1,102,0.86,7,3.3,32,7,10,15,157.58797595190381,53.125,0.0,0.0,46.875,3744006,51694,3692312,55546,35.416666666666664,37.5,62.5,454.54051780700684,accept (auto)
15,4158.116818666458,128,128,128,32768,3.832768201828003,114.4086287021637,8.08687774837017,0.023780150867516572,0.9609479024074972,0.07046321779713015,8.413462527096272,0.0026994925052259244,0.000194921875,29.123272612690926,7.983963134709174,0.00199290323118303,8549.434318613792,75.0,67.078,33539,50000,steady,1,100,0.85,6,3.0,32,9,2,21,150.55811481218993,34.375,0.0,0.0,65.625,4133565,57035,4076530,60718,0.0,0.0,0.0,0.0,skipped
16,4273.043806552887,128,128,128,32768,3.8049864768981934,111.07644391059875,8.012451734393835,0.029152339623119385,0.9340464631095529,0.06048949094611716,8.401342622935772,0.005059311785984765,0.00019453125000000002,25.74770436435938,6.903177872446154,0.001990316092764425,8611.857150859658,75.0,72.722,36361,50000,steady,1,100,0.85,6,3.0,32,5,4,23,151.05146242132543,28.125,0.0,0.0,71.875,4506373,61700,4444673,65707,0.0,0.0,0.0,0.0,skipped
17,4385.570471048355,128,128,128,32768,3.9830400943756104,108.50127148628235,7.932146601378918,0.032842876304273266,0.9633912248536944,0.05808291431456602,8.377266846597195,0.00889145521602989,0.000194140625,26.121605828404427,7.8763743575389755,0.0019873301678025495,8226.881784662723,75.0,78.12400000000001,39062,50000,steady,1,100,0.85,6,3.0,32,9,6,17,152.88699029126212,46.875,0.0,0.0,53.125,4865243,66244,4798999,70484,0.0,0.0,0.0,0.0,skipped
18,4500.9324650764465,128,128,128,32768,4.105652332305908,111.20930647850037,7.8317870534956455,0.035319742698106546,0.9571806997992098,0.05494359879658078,8.341057173907757,0.012065974534595184,0.00019375000000000002,25.66335280239582,6.631183536525183,0.001983946793740031,7981.1921097557,75.0,83.274,41637,50000,steady,1,100,0.85,6,3.0,32,6,3,23,150.18096885813148,28.125,0.0,0.0,71.875,5260743,71629,5189114,75739,0.0,0.0,0.0,0.0,skipped
19,4616.4909126758575,128,128,128,32768,4.094875335693359,111.41663956642151,7.726368706673384,0.038512163270900596,0.9350323653779924,0.05519149088859504,8.295802012085915,0.015138492603500493,0.000193359375,24.93572298437357,6.914907898843612,0.0019801674860431837,8002.197213276482,75.0,89.054,44527,50000,steady,1,100,0.85,6,3.0,32,3,5,24,150.40620592383638,31.25,0.0,0.0,68.75,5652615,77569,5575046,81068,0.0,0.0,0.0,0.0,skipped
20,4741.273385763168,128,128,128,32768,6.380180835723877,118.34636163711548,7.601936675608158,0.0420649628185797,0.9457715936005116,0.05918730140764524,8.227975688874722,0.02231723559134035,0.00019296875,23.98798382282257,7.285026027717759,0.001975993937523205,5135.904583852165,75.0,94.726,47363,50000,steady,1,100,0.85,6,3.0,32,13,3,16,154.5987426035503,50.0,0.0,0.0,50.0,6034021,82647,5951374,86230,0.0,0.0,0.0,0.0,skipped
21,5376.438955307007,128,128,128,32768,4.606371164321899,118.55483222007751,7.463819596916437,0.04491916478695333,0.9390691784210503,0.06671526848504178,8.131860554218292,0.025151130498269888,0.00019257812500000001,25.397189788520336,7.575518453671696,0.0019714280175779438,7113.625635250726,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,7,10,15,158.2841726618705,53.125,0.0,0.0,46.875,6394978,87567,6307411,91119,43.75,37.5,62.5,511.7513542175293,accept (auto)
22,5496.509968519211,128,128,128,32768,4.68758487701416,115.32879567146301,7.3455586060881615,0.053769097347203046,0.941696451511234,0.0715911473451334,8.025070674717426,0.03200692883911321,0.0001921875,25.560297295451164,6.771178071739988,0.001966471771354563,6990.380091180803,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,9,5,18,154.79178885630498,43.75,0.0,0.0,56.25,6781363,93184,6688179,96391,0.0,0.0,0.0,0.0,skipped
23,5613.762221813202,128,128,128,32768,4.550230264663696,112.65404510498047,7.227626979351044,0.050515761784862424,0.9500205311924219,0.06721609275323065,7.893938705325127,0.03894648445789924,0.00019179687500000002,23.182467848062515,6.824568632456233,0.001961127418833489,7201.393796369084,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,9,19,153.95624532535527,40.625,0.0,0.0,59.375,7156336,99193,7057143,101537,0.0,0.0,0.0,0.0,skipped
24,5742.523140907288,128,128,128,32768,4.810657262802124,123.89187979698181,7.10451190546155,0.05248354566478874,0.9397420934401453,0.06176888214048756,7.754795264452696,0.0454209004885673,0.00019140625,22.568021036684513,6.16230137363834,0.0019553973538340465,6811.54324864815,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,4,25,149.47405189620758,25.0,0.0,0.0,75.0,7561668,105915,7455753,107290,0.0,0.0,0.0,0.0,skipped
25,5861.678609609604,128,128,128,32768,4.926129341125488,114.18132710456848,6.99432023987174,0.05808942998658951,0.9526181500405073,0.05514389644893289,7.613831285387278,0.043801960650624014,0.000191015625,21.65093904733658,7.023499573718089,0.001949284142942229,6651.875687964253,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,7,7,18,156.75424688561722,43.75,0.0,0.0,56.25,7936721,112764,7823957,112447,0.0,0.0,0.0,0.0,skipped
26,5978.673822641373,128,128,128,32768,4.651907205581665,112.28604364395142,6.873744692653418,0.05679469305689392,0.9631340801715851,0.06572166340450386,7.467398330569267,0.036161747601555154,0.000190625,24.428366772830486,6.641841371849219,0.0019427905243610858,7043.992614616816,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,12,5,15,157.33120060218292,53.125,0.0,0.0,46.875,8309542,119898,8189644,117667,0.0,0.0,0.0,0.0,skipped
27,6103.03551030159,128,128,128,32768,5.449609994888306,118.86014199256897,6.789512533694506,0.0637296674158834,0.9147838801145554,0.05496154440621617,7.347597751766443,0.033378687861126105,0.000190234375,23.97000130265951,6.753412712478385,0.0019359194066842372,6012.907351303331,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,8,4,20,155.02433786685756,37.5,0.0,0.0,62.5,8697356,128289,8569067,123157,0.0,0.0,0.0,0.0,skipped
28,6764.396211385727,128,128,128,32768,4.8924880027771,117.1403980255127,6.687722891569138,0.06341603617060823,0.9312585117295384,0.06100369199920189,7.228510670363903,0.03898518190763847,0.00018984375000000002,22.556519478559494,6.590214075004727,0.0019286738675930693,6697.614788508435,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,7,7,18,160.27038941954444,46.875,0.0,0.0,53.125,9081155,137632,8943523,128558,54.166666666666664,33.333333333333336,66.66666666666667,539.0933628082275,accept (auto)
29,6919.295358181,128,128,128,32768,5.486644268035889,141.76833724975586,6.587001994252205,0.0704115046634565,0.9483308792114258,0.0588632069101391,7.107793670147657,0.03506130157256101,0.000189453125,22.507472291588783,6.007133777523401,0.0019210571524781934,5972.320857559497,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,5,24,153.8836583725622,31.25,0.0,0.0,68.75,9484396,148397,9335999,134739,0.0,0.0,0.0,0.0,skipped
30,7050.3205506801605,128,128,128,32768,5.367570400238037,125.58385729789734,6.487311754375696,0.06769006545060159,0.9438665816560388,0.057851933821884076,6.98456946760416,0.03583755653457245,0.00018906250000000002,20.824014276266098,5.537863820586003,0.0019130726729857835,6104.81047412938,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,6,8,18,164.72819885900572,50.0,0.0,0.0,50.0,9839609,158856,9680753,139983,0.0,0.0,0.0,0.0,skipped
31,7187.344702959061,128,128,128,32768,5.401464223861694,131.5480146408081,6.378186427056789,0.0634860560206494,0.9759665154851973,0.060609523958514926,6.867701411247253,0.03418122707874547,0.000188671875,21.381176628172398,5.751473932921578,0.001904724005489447,6066.50320023281,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,7,6,19,162.68707482993196,56.25,0.0,0.0,43.75,10215571,171813,10043758,145577,0.0,0.0,0.0,0.0,skipped
32,7332.913356304169,128,128,128,32768,5.045809268951416,140.47068285942078,6.256047081202269,0.06716829233409795,0.9532308829948306,0.05902054443956605,6.739227771759033,0.03928060444972032,0.00018828125,20.60296107828617,5.389296789026729,0.001896014889488312,6494.101987095048,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,2,27,159.28486956521738,34.375,0.0,0.0,65.625,10611276,187703,10423573,151545,0.0,0.0,0.0,0.0,skipped
33,7467.970776319504,128,128,128,32768,5.169297695159912,129.83297610282898,6.147319201380014,0.06414764601451454,0.925222959369421,0.05633837610440584,6.616947811096907,0.04078019989731214,0.00018789062500000002,21.03862028568983,5.3748682343516645,0.0018869492259320437,6338.9655485852845,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,5,23,163.20908092273893,46.875,0.0,0.0,53.125,10994931,204698,10790233,157161,0.0,0.0,0.0,0.0,skipped
34,7602.785203933716,128,128,128,32768,5.728104829788208,129.0183343887329,6.047414675354958,0.07455264235616112,0.943631221074611,0.04674828406741009,6.505654521286488,0.03103756536358191,0.0001875,20.343936033546925,5.059033001078769,0.0018775310754735517,5720.565697330572,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,9,21,169.89659318637274,56.25,0.0,0.0,43.75,11360398,220829,11139569,162646,0.0,0.0,0.0,0.0,skipped
35,8226.566144227982,128,128,128,32768,4.70039701461792,132.58917951583862,5.965856965631247,0.05724733735011725,0.9192767618224025,0.05254761369203948,6.393373757600784,0.029235348212411003,0.00018710937500000002,18.5889510512352,4.50142305469545,0.001867764656650158,6971.3260173754925,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,6,2,24,163.33041575492342,43.75,0.0,0.0,56.25,11745241,239032,11506209,168424,47.916666666666664,79.16666666666667,20.833333333333332,486.257896900177,accept (auto)
36,8344.756878852844,128,128,128,32768,4.6128089427948,113.5258378982544,5.886176619678736,0.05887436640392434,0.8937516463920474,0.05712129182807882,6.29108415171504,0.027429495753886177,0.00018671875,20.378888674080372,5.528740953334308,0.0018576543439940468,7103.697639847747,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,5,5,22,164.63931368892204,53.125,0.0,0.0,46.875,12124342,258946,11865396,173991,0.0,0.0,0.0,0.0,skipped
37,8461.310733318329,128,128,128,32768,4.70680570602417,111.79673528671265,5.786874961107969,0.06492544924988404,0.8830140796490014,0.05255945338391423,6.1969053111970425,0.03131798609636938,0.000186328125,19.21332608908415,4.273653027334361,0.0018472046660728458,6961.834000936289,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,3,25,171.91197183098592,62.5,0.0,0.0,37.5,12494931,280179,12214752,179272,0.0,0.0,0.0,0.0,skipped
38,8568.420880317688,128,128,128,32768,4.635348081588745,102.4232337474823,5.709775630384684,0.06387615312659216,0.8753090887330472,0.043328995143462654,6.090094033628702,0.026536630788586667,0.0001859375,17.82762748003006,3.963588314382473,0.0018364203034612072,7069.156279795262,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,4,26,180.67335368512866,75.0,0.0,0.0,25.0,12845680,301295,12544385,184173,0.0,0.0,0.0,0.0,skipped
39,8679.78716993332,128,128,128,32768,4.624974250793457,106.69316005706787,5.598331671208143,0.0721992556231176,0.8800675831735134,0.04780014001391735,5.9776108302176,0.03413336340192647,0.000185546875,18.24259515106678,3.864602202992131,0.001825306086644306,7085.012418042835,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,2,27,183.51182795698924,81.25,0.0,0.0,18.75,13197404,325902,12871502,189098,0.0,0.0,0.0,0.0,skipped
40,8799.043475866318,128,128,128,32768,4.60337233543396,114.61078071594238,5.524472922086716,0.06781059461379309,0.8989002788439393,0.03920280981415689,5.881342031061649,0.02407379664094627,0.00018515625000000002,17.50978370755911,4.089633884538515,0.0018138669938541903,7118.259747918253,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,2,27,172.41362062331666,62.5,0.0,0.0,37.5,13572609,351987,13220622,194428,0.0,0.0,0.0,0.0,skipped
41,8909.324734926224,128,128,128,32768,4.273539066314697,105.96047353744507,5.4197863265872,0.06076492836162892,0.8849708531051874,0.038015507208103094,5.763400498777628,0.03768593969992204,0.000184765625,16.759574957191944,3.9293176442372633,0.0018021081488399516,7667.649573695745,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,3,27,184.80387931034483,78.125,0.0,0.0,21.875,13925813,378795,13547018,199388,0.0,0.0,0.0,0.0,skipped
42,9401.192213535309,128,128,128,32768,4.63956356048584,99.55640816688538,5.343705356121063,0.057352021276017066,0.8929510279558599,0.04102991024406652,5.655740939080715,0.027764373156701938,0.00018437500000000002,16.478444680571556,3.4014678258637865,0.001790034818572719,7062.7332879062105,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,3,27,192.743450767841,81.25,0.0,0.0,18.75,14268621,406627,13861994,204028,47.916666666666664,95.83333333333333,4.166666666666667,387.45645809173584,accept (auto)
43,9516.464891672134,128,128,128,32768,4.656161069869995,104.04687070846558,5.298411034047604,0.06290634957919933,0.9089834652841091,0.0417796850729731,5.578148189932108,0.020228722852599128,0.000183984375,16.4887817427516,4.222522414146325,0.001777652410886499,7037.5572297190565,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,5,1,26,181.54156064461407,68.75,0.0,0.0,31.25,14617209,433398,14183811,209119,0.0,0.0,0.0,0.0,skipped
44,9623.620954036713,128,128,128,32768,4.744217872619629,102.36030101776123,5.243266321718693,0.06183274801557678,0.9009653199464083,0.04670856755053963,5.52221867069602,0.019225416229586845,0.00018359375,16.470504999160767,3.6698677608704604,0.0017649664720559223,6906.934057374224,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,1,27,189.13520871143376,81.25,0.0,0.0,18.75,14960524,461839,14498685,214037,0.0,0.0,0.0,0.0,skipped
45,9727.983607530594,128,128,128,32768,4.490554094314575,99.80335807800293,5.176179554313421,0.07058412444233474,0.8893579039722681,0.04293233153596934,5.441099237650633,0.02401376714554138,0.00018320312500000002,14.427522797137499,2.8784419238793117,0.0017519826843119801,7297.095038112799,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,1,3,28,192.41510318949344,81.25,0.0,0.0,18.75,15290301,492242,14798059,219022,0.0,0.0,0.0,0.0,skipped
46,9834.708995819092,128,128,128,32768,4.287551641464233,102.3909809589386,5.158645119518042,0.06212250552059049,0.8901088610291481,0.03754748701839278,5.392568528652191,0.014382580142010317,0.0001828125,14.341204412281513,2.898543825402855,0.0017387068632968641,7642.590163371062,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,1,3,28,191.33271974229177,78.125,0.0,0.0,21.875,15629746,523686,15106060,223975,0.0,0.0,0.0,0.0,skipped
47,9943.784394741058,128,128,128,32768,4.710581541061401,104.31872296333313,5.093813192099333,0.06424861984718612,0.8866412616334856,0.04571535878952793,5.329806994646788,0.01878258586838637,0.00018242187500000002,13.577824212610722,2.4030252665139105,0.0017251449554590488,6956.253641799102,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,3,26,189.65054249547921,81.25,0.0,0.0,18.75,15971702,556611,15415091,229120,0.0,0.0,0.0,0.0,skipped
48,10066.95016336441,128,128,128,32768,8.575906991958618,114.52647233009338,5.084154151380062,0.0703759159165594,0.8590766321867704,0.04332831730412876,5.298218186944723,0.017274899636280518,0.00018203125,13.87113133072853,2.647346266121286,0.0017113030353897842,3820.9369610381286,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,2,26,184.20193576770788,71.875,0.0,0.0,28.125,16313258,591337,15721921,234478,0.0,0.0,0.0,0.0,skipped
49,10556.33929014206,128,128,128,32768,4.6261231899261475,111.89745926856995,5.0531740970909595,0.07426426195814269,0.8145190444774926,0.04054200144987469,5.263173773884773,0.013026368967790521,0.000181640625,12.49745388329029,1.9301369067918408,0.0016971873031021909,7083.252791744855,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,2,28,189.5750566893424,75.0,0.0,0.0,25.0,16651605,625594,16026011,239681,50.0,91.66666666666667,8.333333333333334,372.64036655426025,accept (auto)
50,10665.18530368805,128,128,128,32768,4.511337041854858,104.28791666030884,5.034512914717197,0.06013496453912709,0.7564367642626166,0.04532755155624422,5.240233425050974,0.012898121511569532,0.00018125000000000001,11.78941635787487,1.7798980799681803,0.001682804081254177,7263.478586500661,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,0,3,29,183.43372483221478,78.125,0.0,0.0,21.875,17009388,664230,16345158,245084,0.0,0.0,0.0,0.0,skipped
51,10772.403710603714,128,128,128,32768,4.705069303512573,102.45060563087463,5.004128374159336,0.06759974256958294,0.6812818851321936,0.0546294198116388,5.210158381611109,0.015621301463720485,0.000180859375,11.223758935928345,2.325380169315627,0.0016681598123164207,6964.40326086951,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,2,28,186.32560137457045,78.125,0.0,0.0,21.875,17360567,702575,16657992,250434,0.0,0.0,0.0,0.0,skipped
52,10881.766841888428,128,128,128,32768,4.4363203048706055,104.88115930557251,5.004872016608715,0.06825932008816789,0.5640645942185074,0.06594193590074451,5.194759149104357,0.01630571247855464,0.00018046875000000002,9.969277735799551,2.063744090653802,0.0016532610556866864,7386.301652751322,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,4,3,25,181.17657192075797,78.125,0.0,0.0,21.875,17712398,736273,16976125,255681,0.0,0.0,0.0,0.0,skipped
53,10997.312459230423,128,128,128,32768,6.169183969497681,109.30870985984802,4.953717600554228,0.06202474194015881,0.4215435090009123,0.057160760719341855,5.148039199411869,0.019383602063894174,0.000180078125,7.287759203463793,2.4088076858407517,0.0016381144847517671,5311.561490468584,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,1,0,31,185.14298207258418,78.125,0.0,0.0,21.875,18062112,776637,17285475,260885,0.0,0.0,0.0,0.0,skipped
54,11100.820505619049,128,128,128,32768,4.517779588699341,98.9394645690918,4.940082609653473,0.06473024360025519,0.3051736749475822,0.0470756479296103,5.104427993297577,0.020723081720839486,0.0001796875,5.028901057317853,1.406662851348698,0.001622726883898371,7253.1205554970065,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,4,26,187.30701754385964,81.25,0.0,0.0,18.75,18401435,814834,17586601,265803,0.0,0.0,0.0,0.0,skipped
55,11205.463083267212,128,128,128,32768,4.474933862686157,100.12003993988037,4.8849408105015755,0.061660331701749116,0.25162079464644194,0.03525268533623013,5.044650726020336,0.03037776287249796,0.000179296875,3.489470249041915,1.3034083888786132,0.001607105145474287,7322.566322875314,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,2,27,180.7814831066257,84.375,0.0,0.0,15.625,18751289,854035,17897254,270872,0.0,0.0,0.0,0.0,skipped
56,11622.003362894058,128,128,128,32768,4.356556415557861,97.51551818847656,4.848400633782148,0.06817157330681903,0.21505202737171203,0.030821978279916635,4.988087430596352,0.025325221216927134,0.00017890625,2.644138725474477,0.5576270400986093,0.0015912562667011949,7521.536937518122,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,0,2,30,181.03765127745405,78.125,0.0,0.0,21.875,19093731,896176,18197555,275701,47.916666666666664,95.83333333333333,4.166666666666667,314.45977997779846,accept (auto)
57,11725.250742197037,128,128,128,32768,4.308728456497192,92.24784469604492,4.7802689000964165,0.05855100220408575,0.1993254196131602,0.02656081703920076,4.927236624062061,0.02897861079374974,0.00017851562500000002,2.712484718300402,1.4157364847509877,0.001575187346540499,7605.027870946165,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,3,1,28,185.09112259276657,87.5,0.0,0.0,12.5,19431916,938173,18493743,280378,0.0,0.0,0.0,0.0,skipped
58,11828.351667165756,128,128,128,32768,4.446422100067139,98.59948921203613,4.745829351246357,0.06176356957497403,0.18858201371040195,0.022380483762197957,4.896424766629934,0.02570136763568193,0.000178125,2.3302506618201733,0.5453892749248552,0.001558905582513594,7369.520765809711,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,32,2,1,29,177.766295025729,75.0,0.0,0.0,25.0,19785601,984395,18801206,285369,0.0,0.0,0.0,0.0,skipped
