iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,eval_requests,eval_cache_hits,eval_cache_misses,eval_batches,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
21,5370.199070930481,128,128,128,32768,4.119351863861084,144.2187442779541,7.576841913163662,0.04775342070295475,1.0075299488380551,0.06607463498775015,8.162243656814098,0.028416674261453254,0.00019257812500000001,22.335799366235733,5.903184416570176,0.001980468921596744,7954.6494407220725,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,8,48,72.32241086587436,25.0,0.0,0.0,75.0,7117089,125387,6991702,166687,58.333333333333336,50.0,50.0,519.0696129798889,accept (auto)
22,5532.003225564957,128,128,128,32768,4.394095420837402,157.36774158477783,7.42841886356473,0.04851376436869386,1.0024677845649421,0.06844516869133943,8.046095822006464,0.03296690915050989,0.0001921875,21.837164387106895,5.753941352552161,0.0019770741855079195,7457.280022780037,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,13,40,74.30482058716926,37.5,0.0,0.0,62.5,7504021,132179,7371842,176574,0.0,0.0,0.0,0.0,skipped
23,5690.602411270142,128,128,128,32768,4.535565376281738,154.01766800880432,7.302434891462326,0.05254100684752635,0.9814136275090277,0.06081821748290334,7.917990501970053,0.036496009061090635,0.00019179687500000002,20.697203412652016,5.771506093315593,0.001973411354070826,7224.678134143277,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,10,47,72.65986512190905,26.5625,0.0,0.0,73.4375,7899663,139708,7759955,186516,0.0,0.0,0.0,0.0,skipped
24,5839.555695772171,128,128,128,32768,4.263031959533691,144.64848375320435,7.173626389354467,0.059019722606490764,0.9911427376791835,0.059235754017404114,7.786206372082233,0.040372825763598096,0.00019140625,19.63801857829094,4.577073404514495,0.001969481546903491,7686.548051022424,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,12,8,44,74.09428157799493,31.25,0.0,0.0,68.75,8284319,147198,8137121,195988,0.0,0.0,0.0,0.0,skipped
25,5993.664213657379,128,128,128,32768,4.389928340911865,149.67101001739502,7.058004431426525,0.051593967965900246,0.992739740293473,0.06644695473936862,7.637131877243519,0.044978967762686894,0.000191015625,19.379805371165276,5.0080476302613794,0.0019652859652304396,7464.358744679079,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,11,42,74.56859563728142,34.375,0.0,0.0,65.625,8673227,155126,8518101,205617,0.0,0.0,0.0,0.0,skipped
26,6135.56672334671,128,128,128,32768,4.2431886196136475,137.61394453048706,6.929996605962515,0.05545375641850448,1.0081819603219628,0.06814077821631019,7.485752169042826,0.04300238347658178,0.000190625,19.61716002225876,5.406533727685211,0.001960825891515513,7722.494316781894,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,17,9,38,75.01991150442478,40.625,0.0,0.0,59.375,9054889,163362,8891527,214858,0.0,0.0,0.0,0.0,skipped
27,6283.88311457634,128,128,128,32768,4.67469596862793,143.594420671463,6.83303764462471,0.061445926907152636,1.0196307240985334,0.0791818356503324,7.354934822767973,0.039670196434035125,0.000190234375,18.146926797926426,4.332916681714743,0.001956102689069862,7009.653722917458,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,13,12,39,74.99211443242253,39.0625,0.0,0.0,60.9375,9437190,172255,9264935,223365,0.0,0.0,0.0,0.0,skipped
28,6962.553337335587,128,128,128,32768,4.146820306777954,150.76781368255615,6.74697632342577,0.06354219695317011,0.9390389984473586,0.08114291719111602,7.233383625745773,0.0383222523567975,0.00018984375000000002,15.450191527605057,3.573020064322803,0.001951117801635218,7901.958024667934,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,6,10,48,73.43767217630854,25.0,0.0,0.0,75.0,9835376,181904,9653472,232593,52.083333333333336,54.166666666666664,45.833333333333336,523.553516626358,accept (auto)
29,7121.173104286194,128,128,128,32768,4.506845474243164,148.04118871688843,6.6201997473835945,0.058818746319207325,0.9091696725226939,0.07343216391608329,7.096008915454149,0.04356246981633482,0.000189453125,12.859276242554188,2.2355086239013664,0.0019458727529425902,7270.717442448532,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,9,44,73.9739054290718,31.25,0.0,0.0,68.75,10229872,192405,10037467,242190,0.0,0.0,0.0,0.0,skipped
30,7276.0635414123535,128,128,128,32768,4.0932207107543945,150.75493144989014,6.486238781362772,0.06897039027300667,0.8157474459148943,0.09054464691236842,6.939201585948467,0.046975250954801255,0.00018906250000000002,11.27619432657957,1.8925831020728003,0.0019403691462465025,8005.431985112952,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,12,13,39,74.82664298401421,39.0625,0.0,0.0,60.9375,10622757,203968,10418789,251578,0.0,0.0,0.0,0.0,skipped
