iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,eval_requests,eval_cache_hits,eval_cache_misses,eval_batches,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
11,2715.838215827942,128,128,128,32768,4.004577159881592,134.69165897369385,8.318232357501984,0.009574304905967954,1.1138546969741583,0.08515822217737191,8.43180339038372,0.00043534795314872915,0.00019648437500000002,33.105152420699596,10.672708033968693,0.0019994836806284167,8182.636690903189,75.0,94.366,47183,50000,ramp,1,108,0.89,8,4.2,64,18,16,30,78.34610013963695,53.125,0.0,0.0,46.875,3174729,66719,3108010,67130,0.0,0.0,0.0,0.0,skipped
12,2847.3976912498474,128,128,128,32768,4.088004112243652,127.4254355430603,8.286730602383614,0.011646576948432108,1.0887570269405842,0.07478053200104387,8.430151917040348,0.0007023413708316704,0.00019609375,32.0086967125535,10.184938182866777,0.001998813311279033,8015.647514115555,75.0,100.0,50000,50000,ramp,1,106,0.88,8,3.9,64,8,18,38,76.62560339833945,43.75,0.0,0.0,56.25,3542911,73754,3469157,74602,0.0,0.0,0.0,0.0,skipped
13,2972.73197221756,128,128,128,32768,4.077850580215454,121.21359467506409,8.247342586517334,0.014803013929819607,1.0747803240083158,0.07125202428446885,8.427847363054752,0.0006612264307511228,0.00019570312500000002,27.778278678655624,8.120977667522213,0.0019978682015807736,8035.60585544277,75.0,100.0,50000,50000,ramp,1,104,0.87,7,3.6,64,14,10,40,75.91089670828603,37.5,0.0,0.0,62.5,3915445,80321,3835124,81827,0.0,0.0,0.0,0.0,skipped
14,3672.275505065918,128,128,128,32768,4.053534030914307,126.81963992118835,8.196778304874897,0.019003277111218544,1.0529439505189657,0.06172142225034555,8.42457713931799,0.0010660195609493329,0.0001953125,27.412380769848824,8.45099115690781,0.0019966486404254086,8083.810262870525,75.0,100.0,50000,50000,ramp,1,102,0.86,7,3.3,64,11,17,36,77.48469793322735,43.75,0.0,0.0,56.25,4277820,86863,4190957,89234,45.833333333333336,58.333333333333336,41.666666666666664,568.4722876548767,accept (auto)
15,3820.208966732025,128,128,128,32768,4.759626626968384,135.9986162185669,8.137918196618557,0.0194009944469925,1.099281522911042,0.08003082482832954,8.419511087238789,0.0017574076792761914,0.000194921875,28.577757239341736,8.624902853835392,0.001995155000596311,6884.573637422351,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,22,32,77.67674372653626,50.0,0.0,0.0,50.0,4641613,93419,4548194,96951,0.0,0.0,0.0,0.0,skipped
16,3967.3724274635315,128,128,128,32768,4.646238565444946,142.46967196464539,8.075215727090836,0.024895185738210982,1.0798925715498626,0.07126168901154034,8.412731252610683,0.003085575227384843,0.00019453125000000002,27.652202486991882,8.461853478269884,0.001993387738654506,7052.586632916896,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,15,11,38,76.32614045050161,42.1875,0.0,0.0,57.8125,5017108,100300,4916808,104909,0.0,0.0,0.0,0.0,skipped
17,4109.145328998566,128,128,128,32768,4.879818677902222,136.84672713279724,8.003418989479542,0.027239096560177235,1.1105930688790977,0.08921260296155953,8.394373662769794,0.006414027656158521,0.000194140625,29.507079482078552,8.993579156286579,0.0019913473947991175,6715.003602159782,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,17,36,76.89899754113864,45.3125,0.0,0.0,54.6875,5394641,106665,5287976,112967,0.0,0.0,0.0,0.0,skipped
18,4282.379902124405,128,128,128,32768,5.198914527893066,167.98161125183105,7.9200802706182,0.03258396939956382,1.0531864631921053,0.06295964171806015,8.372372791171074,0.005705611005562298,0.00019375000000000002,28.081265673041344,8.397319265341254,0.0019890345927022417,6302.854148533135,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,11,43,74.27611293954617,32.8125,0.0,0.0,67.1875,5792672,113763,5678909,122143,0.0,0.0,0.0,0.0,skipped
19,4438.122783660889,128,128,128,32768,6.090232849121094,149.59862542152405,7.809399180114269,0.03685056506026684,1.0192549331113696,0.07137273117631762,8.3391193151474,0.012561953453375697,0.000193359375,27.466870464384556,8.026113621074458,0.001986450039318312,5380.41825522794,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,13,40,76.22320230105466,39.0625,0.0,0.0,60.9375,6161130,120211,6040919,130367,0.0,0.0,0.0,0.0,skipped
20,4608.493975877762,128,128,128,32768,5.6183247566223145,164.70032691955566,7.702148739248514,0.04418632941177573,1.0384105923585594,0.06746999310760633,8.289522401988506,0.016373262889480163,0.00019296875,26.250603899359703,7.745179346281301,0.0019835945246680026,5832.343522217435,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,15,41,74.80057030832293,35.9375,0.0,0.0,64.0625,6550288,127024,6423264,139450,0.0,0.0,0.0,0.0,skipped
21,5344.051698923111,128,128,128,32768,5.425885200500488,161.1118323802948,7.581264682114124,0.0451604596568632,1.0294751087203622,0.07117648865081774,8.217652305960655,0.02951257636231122,0.00019257812500000001,25.452193818986416,7.915348494681555,0.001980468921596744,6039.198912092252,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,16,40,76.19937350285609,39.0625,0.0,0.0,60.9375,6933853,134005,6799848,148365,50.0,58.333333333333336,41.666666666666664,568.7647516727448,accept (auto)
22,5512.112819194794,128,128,128,32768,5.326043605804443,162.68447351455688,7.4605154953897,0.04770493093006277,1.0542382900603116,0.07105780530528094,8.12154944986105,0.03675470650777906,0.0001921875,25.08558800071478,7.324758243414894,0.0019770741855079195,6152.4092600910535,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,16,8,40,75.19556737588653,37.5,0.0,0.0,62.5,7327470,141074,7186396,157435,0.0,0.0,0.0,0.0,skipped
23,5677.057878255844,128,128,128,32768,5.280064821243286,159.60027718544006,7.340488389134407,0.0530110584001204,1.0452366238459945,0.061789895822546174,8.003791600465775,0.040449304035818055,0.00019179687500000002,22.166256867349148,6.878832337972135,0.001973411354070826,6205.984416737556,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,10,46,75.40994236311239,29.6875,0.0,0.0,70.3125,7714383,148085,7566298,166241,0.0,0.0,0.0,0.0,skipped
24,5839.7376544475555,128,128,128,32768,5.4029622077941895,157.21542096138,7.225568022578955,0.0534371839537364,1.0715636471286416,0.07722835502529686,7.8617447055876255,0.04751221655661517,0.00019140625,23.347881495952606,6.945651747604039,0.001969481546903491,6064.821248005332,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,18,8,38,75.13855093517341,40.625,0.0,0.0,59.375,8097523,155049,7942474,175164,0.0,0.0,0.0,0.0,skipped
25,5996.445308208466,128,128,128,32768,5.1386191844940186,151.5196976661682,7.1357491463422775,0.05106287252570416,1.082828872371465,0.08262678518417206,7.738217793405056,0.03420789456365508,0.000191015625,25.342893242836,7.134468022993968,0.0019652859652304396,6376.810349924101,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,17,17,30,76.60879454131918,53.125,0.0,0.0,46.875,8473666,161545,8312121,183555,0.0,0.0,0.0,0.0,skipped
26,6154.27872800827,128,128,128,32768,5.125390529632568,152.65813660621643,7.035771645605564,0.05850872030568278,1.074755965732038,0.08541143889903463,7.617081422358751,0.038151686444998875,0.000190625,27.059849865734577,7.670050591999475,0.001960825891515513,6393.268924689937,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,16,14,34,76.34760051880674,46.875,0.0,0.0,53.125,8855068,168208,8686860,192184,0.0,0.0,0.0,0.0,skipped
27,6308.288884401321,128,128,128,32768,6.2306108474731445,147.704256772995,6.939355753362179,0.05896269032136865,1.0767127186991274,0.08245325460834459,7.501893904060125,0.0330927545315684,0.000190234375,25.027426674962044,7.246518513579601,0.001956102689069862,5259.1954147303595,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,11,18,35,78.1695549428909,46.875,0.0,0.0,53.125,9222847,174800,9048047,200482,0.0,0.0,0.0,0.0,skipped
28,7043.378819942474,128,128,128,32768,5.378838777542114,167.46070098876953,6.843485217541456,0.06556209855401453,1.0884530851617455,0.06936183645211917,7.394279461354017,0.0306414334578947,0.00018984375000000002,25.040708728134632,6.891569318305654,0.001951117801635218,6092.0212252529145,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,21,11,32,78.70240700218818,51.5625,0.0,0.0,48.4375,9587578,181250,9406328,209265,29.166666666666668,50.0,50.0,562.0082638263702,accept (auto)
29,7205.541411399841,128,128,128,32768,4.980576992034912,150.63164830207825,6.775994371622801,0.05991631871878328,1.0471130972728133,0.06961265089815494,7.296337086707354,0.031574510281101184,0.000189453125,25.104550801217556,7.531508677325061,0.0019458727529425902,6579.157405337487,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,13,41,75.93278236914601,37.5,0.0,0.0,62.5,9970387,188589,9781798,218058,0.0,0.0,0.0,0.0,skipped
30,7370.699848175049,128,128,128,32768,5.203549146652222,159.89358854293823,6.685290388762951,0.05526146291458489,1.0311321769841015,0.06476996765734794,7.185357004404068,0.031451622979037926,0.00018906250000000002,22.680121429264545,6.9707996742955505,0.0019403691462465025,6297.240417356636,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,12,8,44,75.32997218358831,32.8125,0.0,0.0,67.1875,10368875,196405,10172470,227273,0.0,0.0,0.0,0.0,skipped
31,7525.913139104843,128,128,128,32768,5.069130182266235,150.09556794166565,6.620269097387791,0.07018479680768,1.0326259396970272,0.06428765481635074,7.0858444683253765,0.027886951338808433,0.000188671875,23.59820432960987,6.42445261147937,0.0019346086638349278,6464.2253841961,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,14,9,41,76.91853667735244,40.625,0.0,0.0,59.375,10744774,204351,10540423,235899,0.0,0.0,0.0,0.0,skipped
32,7683.021765708923,128,128,128,32768,4.848585605621338,152.21005702018738,6.5106997936964035,0.06498100870078621,1.0591243878006935,0.07600847229361626,6.991439267992973,0.029804250373253755,0.00018828125,22.648037239909172,6.459895899507554,0.0019285930665150636,6758.2595555309035,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,14,13,37,77.21293199554069,43.75,0.0,0.0,56.25,11126889,212566,10914323,244487,0.0,0.0,0.0,0.0,skipped
33,7845.8828020095825,128,128,128,32768,5.348524808883667,157.45122528076172,6.423602636903524,0.061683989198733934,1.0445448658429086,0.06586099588736183,6.897209700196981,0.033266349252216894,0.00018789062500000002,20.697705410420895,5.35618590497481,0.001922324193075105,6126.549127260993,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,9,12,43,76.88131313131314,34.375,0.0,0.0,65.625,11515753,222013,11293740,253406,0.0,0.0,0.0,0.0,skipped
34,8005.820094585419,128,128,128,32768,4.735924243927002,155.14041233062744,6.356044124811888,0.06632770548141254,1.0370020903646946,0.07203127588507548,6.795187622308731,0.03324463338806046,0.0001875,20.759046725928783,5.575184236008956,0.0019158039597221821,6919.029594280199,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,12,10,42,77.94190719766168,45.3125,0.0,0.0,54.6875,11903244,232162,11671082,262186,0.0,0.0,0.0,0.0,skipped
35,8661.388530254364,128,128,128,32768,5.056323766708374,154.76926469802856,6.2479830123484135,0.06212351806833052,1.0443486887961626,0.08035948726292334,6.697155795991421,0.02533421836420432,0.00018710937500000002,22.49475822597742,5.929064463852225,0.0019090343594966336,6480.597665788262,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,14,43,77.69342152306042,42.1875,0.0,0.0,57.8125,12295811,243109,12052702,271134,47.916666666666664,54.166666666666664,45.833333333333336,495.5021061897278,accept (auto)
36,8810.009805679321,128,128,128,32768,4.885249853134155,143.67809009552002,6.120803896337748,0.06588548273314884,1.0206553521566093,0.06779991115209204,6.586132396012545,0.03708317353186896,0.00018671875,22.47210417687893,6.558789525694742,0.0019020174616627935,6707.538198681391,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,17,40,79.74626587005228,48.4375,0.0,0.0,51.5625,12678325,255453,12422872,279549,0.0,0.0,0.0,0.0,skipped
37,8961.876733779907,128,128,128,32768,5.5220561027526855,146.2863986492157,6.016178052872419,0.06811286837023851,1.0222792117856443,0.06861094606493032,6.46143576875329,0.03714211019267738,0.000186328125,21.12558563053608,5.532026604925346,0.0018947554110764781,5934.02156556604,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,13,11,40,81.18876664736537,51.5625,0.0,0.0,48.4375,13052568,268002,12784566,287894,0.0,0.0,0.0,0.0,skipped
38,9110.128657579422,128,128,128,32768,5.276515483856201,142.91905736923218,5.91151125729084,0.06064444179304505,1.011121358256787,0.07201262266732526,6.3437570333480835,0.030688931838027355,0.0001859375,20.54571595788002,5.947714919503998,0.0018872504275293692,6210.15897712336,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,16,9,39,83.70875557357114,62.5,0.0,0.0,37.5,13417264,280355,13136909,296054,0.0,0.0,0.0,0.0,skipped
39,9250.229899168015,128,128,128,32768,5.065795183181763,134.9851417541504,5.829164352267981,0.06887077943800404,0.9569504763931036,0.05772309159467296,6.229250460863113,0.03295696070622802,0.000185546875,19.619239568710327,4.7846112743886975,0.0018795048050704892,6468.481021259692,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,10,47,87.33251506360187,62.5,0.0,0.0,37.5,13756912,294951,13461961,303604,0.0,0.0,0.0,0.0,skipped
40,9395.78115773201,128,128,128,32768,4.981220245361328,140.51696252822876,5.735684156417847,0.06288177163946898,0.9746792842634022,0.06132800022098308,6.113358795642853,0.03355906798799944,0.00018515625000000002,18.541289746761322,5.170736100226504,0.0018715209113049787,6578.307801289175,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,8,49,85.11494252873563,59.375,0.0,0.0,40.625,14111940,310388,13801552,311522,0.0,0.0,0.0,0.0,skipped
41,9527.068099975586,128,128,128,32768,5.093602895736694,126.13292527198792,5.599023811519146,0.059339531861677536,0.9520044676028192,0.05502850086385651,5.986854504793882,0.040680696739240484,0.000184765625,17.799988601356745,4.18340518677609,0.0018633011866703918,6433.167380878192,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,8,51,90.44770725096002,70.3125,0.0,0.0,29.6875,14454508,328172,14126336,318562,0.0,0.0,0.0,0.0,skipped
42,10104.109368562698,128,128,128,32768,5.2042396068573,129.09913110733032,5.471053026616573,0.0640625872136114,0.9623345038853586,0.04480486519931565,5.830482855439186,0.04006530207605487,0.00018437500000000002,17.10844649001956,4.0040796928231375,0.0018548481436907256,6296.404945849085,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,4,55,98.76675461741425,85.9375,0.0,0.0,14.0625,14767660,345720,14421940,325374,47.916666666666664,95.83333333333333,4.166666666666667,442.4928209781647,accept (auto)
43,10232.275696992874,128,128,128,32768,4.386382818222046,116.8992977142334,5.350321669131517,0.06558365543442099,0.9444323307834566,0.04852244950791919,5.685492802411318,0.03704362474941733,0.000183984375,16.64989446848631,3.5916176690497283,0.001846164366208418,7470.392201946936,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,5,52,96.15440289505428,87.5,0.0,0.0,12.5,15096652,365923,14730729,332054,0.0,0.0,0.0,0.0,skipped
44,10351.124075174332,128,128,128,32768,4.677521467208862,114.12656688690186,5.26331840083003,0.06728709218665348,0.9331782404333353,0.04553556759460844,5.56946500018239,0.02819052560492725,0.00018359375,16.180653296411037,3.9647673631123728,0.0018372525085945438,7005.419479037279,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,4,3,57,100.89075203252033,84.375,0.0,0.0,15.625,15418311,386752,15031559,338256,0.0,0.0,0.0,0.0,skipped
45,10459.275754451752,128,128,128,32768,4.517328500747681,103.59100794792175,5.13632532581687,0.06647877667069499,0.9233368649147451,0.042064670503222386,5.4448125921189785,0.03800145905377694,0.00018320312500000002,15.44717413932085,3.507326989912137,0.0018281152949374527,7253.844832089683,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,3,53,107.94911824226655,95.3125,0.0,0.0,4.6875,15714104,407093,15307011,343997,0.0,0.0,0.0,0.0,skipped
46,10571.870817422867,128,128,128,32768,4.293205261230469,108.25682950019836,5.043607831001282,0.06480148591606523,0.9283940866589546,0.03807417752962292,5.332338497042656,0.026428674595783398,0.0001828125,14.55689299479127,3.2137416889673167,0.0018187555182100973,7632.525818392483,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,5,58,105.40195016251354,93.75,0.0,0.0,6.25,16026390,429358,15597032,349921,0.0,0.0,0.0,0.0,skipped
47,10684.036127567291,128,128,128,32768,4.363481521606445,107.75561904907227,4.9637629352509975,0.06841242041062012,0.936054022051394,0.03771298808500486,5.225206967443228,0.02451015507075711,0.00018242187500000002,14.758587323129177,3.273306189219208,0.001809176039416305,7509.599808717934,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,4,4,56,107.6325048869031,95.3125,0.0,0.0,4.6875,16333807,452398,15881409,355769,0.0,0.0,0.0,0.0,skipped
48,10787.469292402267,128,128,128,32768,4.275316953659058,99.11710214614868,4.861639268696308,0.06147950373199828,0.9544823137111962,0.042270886918011334,5.1118458695709705,0.02795987497986382,0.00018203125,14.276094742119312,2.7311029004826506,0.0017993797867162545,7664.460987379029,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,2,4,58,117.60795805058606,96.875,0.0,0.0,3.125,16622142,476424,16145718,361208,0.0,0.0,0.0,0.0,skipped
49,11262.87272310257,128,128,128,32768,4.230508089065552,100.21277737617493,4.784865517169237,0.0708946909394669,0.9360963883809745,0.037867977336997004,5.025100816041231,0.0365440375940423,0.000181640625,13.605797965079546,2.9857053725471507,0.001789369754531423,7745.641731472945,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,5,58,113.04535896665665,95.3125,0.0,0.0,4.6875,16913437,500609,16412828,366420,50.0,83.33333333333333,16.666666666666668,370.7681534290314,accept (auto)
50,11362.750052690506,128,128,128,32768,4.404314756393433,95.43262314796448,4.683333229273558,0.06773882599127978,0.9351795772090554,0.03713299890199133,4.919590923935175,0.027048377609680666,0.00018125000000000001,14.09974992647767,3.0424197188796955,0.0017791490026292857,7439.976889125149,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,5,58,118.16240409207161,96.875,0.0,0.0,3.125,17191680,524598,16667082,371422,0.0,0.0,0.0,0.0,skipped
51,11471.656392812729,128,128,128,32768,4.299688339233398,104.56447434425354,4.655414320528507,0.0664272595862028,0.9335838975384831,0.033826398792201666,4.861724350601435,0.02981917736768626,0.000180859375,13.34124132618308,2.606238419847208,0.0017687206551880307,7621.017481895509,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,2,61,113.67261904761905,90.625,0.0,0.0,9.375,17492349,551051,16941298,376768,0.0,0.0,0.0,0.0,skipped
52,11575.14774107933,128,128,128,32768,4.257272958755493,99.19388341903687,4.603986408561468,0.06877651852165292,0.9324379228055477,0.030491597724320925,4.795626156032085,0.019658639696727764,0.00018046875000000002,13.716513995081186,2.7608470086022883,0.001758087899841596,7696.94598336934,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,3,56,116.53098420413123,98.4375,0.0,0.0,1.5625,17779380,578017,17201363,381689,0.0,0.0,0.0,0.0,skipped
53,11684.506641864777,128,128,128,32768,4.313423156738281,105.00420331954956,4.608307346701622,0.07587093388755328,0.9215208310633898,0.03376241388045654,4.780739549547434,0.02780717817508694,0.000180078125,12.538646649569273,2.2476492839070406,0.0017472539867053015,7596.7506106631245,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,4,59,111.39084310441095,92.1875,0.0,0.0,7.8125,18083402,607003,17476399,386947,0.0,0.0,0.0,0.0,skipped
54,11797.52444601059,128,128,128,32768,4.2453320026397705,108.72866415977478,4.59136899933219,0.07530253837438529,0.9163468503393233,0.03267983365277953,4.7677556201815605,0.025473498445542316,0.0001796875,12.579138796776533,1.8896013050849274,0.0017362222273823891,7718.595384206625,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,2,5,57,108.49101465302738,92.1875,0.0,0.0,7.8125,18391157,634216,17756941,392414,0.0,0.0,0.0,0.0,skipped
55,11913.393276929855,128,128,128,32768,4.374071836471558,111.44415950775146,4.636115476489067,0.0702634593009277,0.8968122331425548,0.033594898791397196,4.77905772998929,0.021531786412006402,0.000179296875,12.391369819641113,2.077057101206651,0.0017249959939517616,7491.4178881966045,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,1,3,60,108.76592313894115,93.75,0.0,0.0,6.25,18704737,663542,18041195,397762,0.0,0.0,0.0,0.0,skipped
56,12402.306132555008,128,128,128,32768,4.26415753364563,109.97390484809875,4.622539192438126,0.07345405781372687,0.8738906420767307,0.03329007628655801,4.773316875100136,0.02063401311619274,0.00017890625,11.951034501194954,1.853815215396294,0.0017135787179372414,7684.519097019637,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,0,4,60,108.96880881957516,92.1875,0.0,0.0,7.8125,19017167,692316,18324851,402927,45.833333333333336,91.66666666666667,8.333333333333334,374.4841628074646,accept (auto)
57,12516.501230955124,128,128,128,32768,4.906858205795288,103.11731815338135,4.587395548820496,0.07245763408010698,0.8640067582018673,0.03142092422447585,4.740085683763027,0.02161798750783167,0.00017851562500000002,11.877684749662876,1.923720244349492,0.0017019738892586548,6678.000183763017,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,3,56,111.92970973249858,95.3125,0.0,0.0,4.6875,19321968,720959,18601009,408083,0.0,0.0,0.0,0.0,skipped
