iter,elapsed_s,next_ar,train_batch_size,optimizer_steps,learning_rate,policy_loss,value_loss,batches_per_sec,samples_per_sec,train_time_s,train_steps_planned,train_steps_actual,train_samples,samples_ratio,avg_grad_norm,avg_entropy,entropy_coef,lr_sched_drift_pct,train_recent_pct,lr_sched_t,lr_sched_total,sp_games,sp_white_wins,sp_white_win_pct,sp_draws,sp_draws_true,sp_draws_cap,sp_draw_pct,sp_draw_true_pct,sp_draw_cap_pct,sp_black_wins,sp_black_win_pct,sp_decisive_pct,sp_gpm,sp_mps_k,sp_avg_len,sp_new_moves,sp_white_starts,sp_black_starts,sp_white_start_pct,sp_black_start_pct,sp_color_bias_black_pct,sp_color_bias_target_pct,sp_terminal_eval_mean,sp_terminal_eval_abs_mean,sp_tempo_bonus_avg,sp_sims_avg,sp_unique_positions_avg,sp_unique_ratio_pct,sp_halfmove_avg,sp_halfmove_max,sp_threefold_pct,sp_threefold_games,sp_threefold_draws,sp_loop_games,sp_loop_alerts,sp_loop_pct,sp_loop_flag_games,sp_loop_flag_pct,sp_loop_unique_ratio_pct,sp_loop_bias_avg,sp_value_trend_hit_pct,sp_loss_eval_mean,sp_loss_eval_p05,sp_loss_eval_p25,resign_status,resign_threshold,resign_min_plies,resign_cooldown_iters,replay_reset,sp_adjudicate_margin,sp_adjudicate_min_plies,sp_term_natural,sp_term_exhausted,sp_term_resign,sp_term_threefold,sp_term_fifty,sp_term_adjudicated,sp_term_loop,sp_term_natural_pct,sp_term_exhausted_pct,sp_term_resign_pct,sp_term_threefold_pct,sp_term_fifty_pct,sp_term_adjudicated_pct,sp_term_loop_pct,sp_adjudicated_games,sp_adjudicated_white,sp_adjudicated_black,sp_adjudicated_draw,sp_adjudicated_pct,sp_adjudicated_white_pct,sp_adjudicated_black_pct,sp_adjudicated_draw_pct,sp_adjudicated_balance_mean,sp_adjudicated_balance_abs_mean,sp_adjudicated_balance_total,sp_adjudicated_balance_abs_total,selfplay_time,buffer_size,buffer_capacity,buffer_percent,eval_requests_total,eval_cache_hits_total,eval_requests_delta,eval_cache_hits_delta,eval_hit_rate,eval_hit_rate_delta,eval_batches_total,eval_batches_delta,eval_positions_total,eval_positions_delta,eval_batch_size_max,eval_batch_cap,eval_coalesce_ms,eval_avg_batch,arena_ran,arena_time_s,arena_w,arena_d,arena_l,arena_n,arena_p,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_decisive_games,arena_margin_target,arena_term_resign,arena_term_natural,arena_term_exhausted,arena_term_threefold,arena_term_fifty,arena_term_adjudicated,arena_term_loop,arena_term_natural_pct,arena_term_adjudicated_pct,arena_term_loop_pct,arena_natural_gate_blocked,arena_lb,arena_ub,arena_elo,arena_se_elo,arena_decision,arena_round,arena_age_iter,arena_expected_games,arena_actual_games,arena_gate_z,arena_gate_w,arena_gate_d,arena_gate_l,arena_gate_games,arena_gate_min_games,arena_gate_min_decisive,arena_gate_force_decisive,arena_gate_draw_weight,arena_gate_baseline_p,arena_gate_baseline_margin,arena_gate_started_iter,arena_notes,gate_rounds,gpu_peak_alloc_gb,gpu_peak_reserved_gb,gpu_allocated_gb,gpu_reserved_gb,gpu_total_gb,rss_gb,ram_used_gb,ram_total_gb,ram_pct,cpu_sys_pct,cpu_proc_pct,load1
116,18378.125817775726,4,288,37,0.0006287157767430348,8.150383949279785,0.6766454577445984,39.579219266213684,11398.81514866954,0.9348340034484863,37,37,10656,1.0120619242093267,8.346707189405286,8.227864445866766,0.0002,-38.333333333333336,45.0,4222,27648,72,30,41.666666666666664,22,2,20,30.555555555555557,2.7777777777777777,27.77777777777778,20,27.77777777777778,69.44444444444444,47.422152836880976,0.11558052018970365,146.23611111111111,10529,31,41,43.05555555555556,56.94444444444444,64.58333333333333,39.583333333333336,-0.0019158257378472222,0.04354079564412435,-0.0018143143143143142,102.75,146.13888888888889,99.24356308531857,7.890215667299,99,0.0,0,0,24,79,33.333333333333336,13,18.055555555555557,96.4123521185544,0.0,0.0,-0.004796333145350218,-0.08421631157398224,-0.04688262939453125,enabled,-0.11299999999999999,32,0,0,4.791666666666667,122,2,20,0,0,0,39,11,2.7777777777777777,27.77777777777778,0.0,0.0,0.0,54.166666666666664,15.277777777777779,39,23,16,0,54.166666666666664,58.97435897435897,41.02564102564103,0.0,1.4102564102564104,9.564102564102564,55.0,373.0,91.09666562080383,50000,50000,100.0,122177258,1063508,1047536,9915,0.8704631429852518,0.9465068503612286,430256,3763,121113750,1037621,384,384,22,275.74302418283287,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,2.0,64.0,0.0,0.75,27.0,21.0,16.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,114.0,,0,0.8598670959472656,1.08984375,0.656339168548584,1.08984375,7.6014404296875,5.004398345947266,5.906787872314453,15.536491394042969,38.0,0.0,0.0,1.16845703125
117,18470.494355916977,3,288,37,0.000622233871411654,8.110218048095703,0.6006263494491577,39.4573144996354,11363.706575894996,0.9377222061157227,37,37,10656,1.018738049713193,8.007240939784694,8.21898215525859,0.0002,-38.333333333333336,45.0,4259,27648,72,23,31.944444444444443,32,3,29,44.44444444444444,4.166666666666667,40.27777777777778,17,23.61111111111111,55.55555555555556,47.32441860827733,0.11458643950059742,145.27777777777777,10460,36,36,50.0,50.0,39.583333333333336,50.0,-0.00706010725763109,0.04535182648234897,-0.0008133133133133132,102.75,145.31944444444446,99.32898657825184,8.566761812624996,99,0.0,0,0,25,64,34.72222222222222,9,12.5,95.90166042667815,0.0,0.0,0.0034118115436285734,-0.05945434421300888,-0.03734588623046875,enabled,-0.11324999999999999,32,0,0,4.78125,121,3,29,0,0,0,33,7,4.166666666666667,40.27777777777778,0.0,0.0,0.0,45.833333333333336,9.722222222222221,33,18,15,0,45.833333333333336,54.54545454545455,45.45454545454545,0.0,1.1818181818181819,9.909090909090908,39.0,327.0,91.28479814529419,50000,50000,100.0,123226686,1072308,1049428,8800,0.8701913804612095,0.8385520493068604,433955,3699,122154378,1040628,384,384,22,281.32684509326845,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,3.0,64.0,0.0,0.75,27.0,21.0,16.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,114.0,,0,0.8598670959472656,1.08984375,0.656339168548584,1.08984375,7.6014404296875,5.044677734375,5.9626312255859375,15.536491394042969,38.4,0.0,2186.6,1.15625
118,18562.45102071762,2,288,37,0.0006157734542150521,8.082630157470703,0.6522930264472961,39.51294074812447,11379.726935459847,0.9364020824432373,37,37,10656,1.0211787254432199,7.9894371161589754,8.2110818914465,0.0002,-38.333333333333336,45.0,4296,27648,72,32,44.44444444444444,18,1,17,25.0,1.3888888888888888,23.61111111111111,22,30.555555555555557,75.0,47.53894307709654,0.11483075717812555,144.93055555555554,10435,40,32,55.55555555555556,44.44444444444444,50.0,58.333333333333336,-0.014453642898135714,0.046557353602515325,0.0011261261261261261,108.75,145.09722222222223,99.39101522760824,9.553984624868773,99,0.0,0,0,27,60,37.5,12,16.666666666666668,97.21242246184639,0.0,0.0,-0.012910868972539902,-0.07596130669116974,-0.05987548828125,enabled,-0.11349999999999999,32,0,0,4.770833333333333,121,1,17,0,0,0,46,8,1.3888888888888888,23.61111111111111,0.0,0.0,0.0,63.888888888888886,11.11111111111111,46,27,19,0,63.888888888888886,58.69565217391305,41.30434782608695,0.0,1.673913043478261,8.58695652173913,77.0,395.0,90.87286591529846,50000,50000,100.0,124295091,1079939,1068405,7631,0.8688508864762808,0.7142422583196447,437720,3765,123215152,1060774,384,384,22,281.7460823373174,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,4.0,64.0,0.0,0.75,27.0,21.0,16.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,114.0,,0,0.8598670959472656,1.08984375,0.656339168548584,1.08984375,7.6014404296875,5.071010589599609,6.025722503662109,15.536491394042969,38.8,0.0,1959.4,1.1064453125
119,18654.09061908722,1,288,37,0.0006093371560514807,8.063602447509766,0.6664746999740601,39.879358637922756,11485.255287721755,0.9277982711791992,37,37,10656,1.0163090128755365,7.937031642810719,8.202080881273424,0.0002,-38.333333333333336,45.0,4333,27648,72,29,40.27777777777778,25,1,24,34.72222222222222,1.3888888888888888,33.333333333333336,18,25.0,65.27777777777777,47.697777269171645,0.11576648024705202,145.625,10485,30,42,41.666666666666664,58.333333333333336,58.333333333333336,37.5,0.006082693735758464,0.04189560148451063,0.0007194694694694694,102.0,145.80555555555554,99.41301233221832,7.5853430930930905,99,0.0,0,0,25,59,34.72222222222222,12,16.666666666666668,97.20514334454036,0.0,0.0,-0.00341204390861094,-0.069854736328125,-0.0470428466796875,enabled,-0.11374999999999999,32,0,0,4.760416666666667,121,1,24,0,0,0,39,8,1.3888888888888888,33.333333333333336,0.0,0.0,0.0,54.166666666666664,11.11111111111111,39,25,14,0,54.166666666666664,64.1025641025641,35.8974358974359,0.0,2.923076923076923,8.256410256410257,114.0,322.0,90.57025814056396,50000,50000,100.0,125342477,1086572,1047386,6633,0.8668825014524006,0.6332908784345026,441360,3640,124255905,1040753,384,384,22,285.92115384615386,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,5.0,64.0,0.0,0.75,27.0,21.0,16.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,114.0,,0,0.8598670959472656,1.08984375,0.656339168548584,1.08984375,7.6014404296875,5.027591705322266,6.0199737548828125,15.536491394042969,38.7,0.0,0.0,1.25830078125
120,19161.3991689682,6,288,36,0.0006031004551132987,8.047234535217285,0.6454365253448486,38.92162957689225,11209.429318144968,0.9249355792999268,36,36,10368,1.0014488554042307,8.844423082139757,8.195231278737387,0.0002,-40.0,45.0,4369,27648,72,18,25.0,24,5,19,33.333333333333336,6.944444444444445,26.38888888888889,30,41.666666666666664,66.66666666666667,47.92025041655253,0.11484221124133524,143.79166666666666,10353,38,34,52.77777777777778,47.22222222222222,37.5,50.0,-0.007395731078253852,0.04723155498504639,-0.0009384384384384385,105.0,143.79166666666666,99.28021158573812,10.270449108153498,99,0.0,0,0,26,70,36.111111111111114,12,16.666666666666668,96.5199527184565,0.0,0.0,-0.004991451743990183,-0.07962646335363388,-0.05167388916015625,enabled,-0.11399999999999999,31,0,0,4.75,121,5,19,0,0,0,38,10,6.944444444444445,26.38888888888889,0.0,0.0,0.0,52.77777777777778,13.88888888888889,38,14,24,0,52.77777777777778,36.8421052631579,63.1578947368421,0.0,-3.789473684210526,9.947368421052632,-144.0,378.0,90.14977931976318,50000,50000,100.0,126394532,1095120,1052055,8548,0.8664298863814773,0.8125050496409408,445035,3675,125299412,1043507,384,384,22,283.9474829931973,1,415.2351267337799,19,15,30,64,0.390625,39.0625,23.4375,76.5625,49,0.504,0.0,0.0,15.0,0.0,0.0,38.0,11.0,76.5625,59.375,17.1875,0.0,0.3506532816732729,0.4305967183267271,-77.24983934178462,38.89476840440208,reject,0.0,0.0,64.0,64.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,loop-loss,0,0.9268689155578613,1.08984375,0.47641992568969727,1.03125,7.6014404296875,11.583492279052734,3.3352088928222656,15.536491394042969,21.5,0.0,0.0,0.6943359375
121,19253.01410126686,5,288,37,0.0005967194198851256,8.572482109069824,0.7353735566139221,39.1312581571128,11269.802349248486,0.9455356597900391,37,37,10656,1.0233362143474503,12.641300897340518,8.227302422394624,0.0002,-38.333333333333336,45.0,4406,27648,72,17,23.61111111111111,25,3,22,34.72222222222222,4.166666666666667,30.555555555555557,30,41.666666666666664,65.27777777777777,47.718562171247896,0.11502161756694546,144.625,10413,35,37,48.611111111111114,51.388888888888886,50.0,50.0,-0.009942213694254557,0.04701386557685004,0.0018143143143143142,105.0,144.69444444444446,99.35331620410362,8.8696509009009,99,0.0,0,0,27,67,37.5,16,22.22222222222222,97.55133231443949,0.0,0.0,-0.013431387022137642,-0.07563476264476776,-0.0605010986328125,enabled,-0.11424999999999999,31,0,0,4.739583333333333,121,3,22,0,0,0,37,10,4.166666666666667,30.555555555555557,0.0,0.0,0.0,51.388888888888886,13.88888888888889,37,13,24,0,51.388888888888886,35.13513513513514,64.86486486486487,0.0,-1.7837837837837838,9.027027027027026,-66.0,334.0,90.53080821037292,50000,50000,100.0,127449792,1103585,1055260,8465,0.8658978431286887,0.8021719765744935,448786,3751,126346207,1046795,384,384,22,279.0709144228206,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,1.0,64.0,0.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,,0,0.8598670959472656,1.32421875,0.656339168548584,1.32421875,7.6014404296875,4.831920623779297,5.658817291259766,15.536491394042969,36.4,0.0,0.0,0.99658203125
122,19341.126777887344,4,288,36,0.0005905414204269108,8.538613319396973,0.7097535729408264,39.606914182320665,11406.791284508352,0.9089322090148926,36,36,10368,1.0328750747160789,12.25468240843879,8.232579151789347,0.0002,-40.0,45.0,4442,27648,72,27,37.5,25,3,22,34.72222222222222,4.166666666666667,30.555555555555557,20,27.77777777777778,65.27777777777777,49.61725870910629,0.1152912136393539,139.41666666666666,10038,37,35,51.388888888888886,48.611111111111114,50.0,50.0,-0.010566923353407118,0.045295768313937716,0.007757757757757759,104.91666666666667,139.45833333333334,98.87859594873282,9.718711434443232,99,0.0,0,0,28,68,38.888888888888886,14,19.444444444444443,96.94595688493784,0.0,0.0,-0.010006478056311607,-0.0775146484375,-0.0496673583984375,enabled,-0.11449999999999999,31,0,0,4.729166666666667,121,4,22,0,0,0,35,11,5.555555555555555,30.555555555555557,0.0,0.0,0.0,48.611111111111114,15.277777777777779,35,20,15,0,48.611111111111114,57.142857142857146,42.857142857142854,0.0,0.9142857142857143,9.542857142857143,32.0,334.0,87.06647872924805,50000,50000,100.0,128455375,1112569,1005583,8984,0.8661132319297655,0.8934120803553759,452352,3566,127342806,996599,384,384,22,279.47251822770613,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,2.0,64.0,0.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,,0,0.8598651885986328,1.32421875,0.656339168548584,1.32421875,7.6014404296875,4.914012908935547,5.6766510009765625,15.536491394042969,36.5,0.0,0.0,1.17919921875
123,19432.01739549637,3,288,36,0.0005843959813588639,8.523303985595703,0.6845299601554871,39.837033112806424,11473.065536488251,0.903681755065918,36,36,10368,1.0115121951219512,11.456538014941746,8.238472567664253,0.0002,-40.0,45.0,4478,27648,72,29,40.27777777777778,21,3,18,29.166666666666668,4.166666666666667,25.0,22,30.555555555555557,70.83333333333333,48.080797422632244,0.11408059573656955,142.36111111111111,10250,35,37,48.611111111111114,51.388888888888886,50.0,50.0,-0.006506926483578152,0.04361687103907267,0.0011261261261261261,106.5,142.15277777777777,99.04779659560225,11.095800058838327,99,0.0,0,0,26,85,36.111111111111114,15,20.833333333333332,95.94419101929573,0.0,0.0,-0.005807624198496342,-0.076995849609375,-0.0446014404296875,enabled,-0.11474999999999999,30,0,0,4.71875,121,3,18,0,0,0,41,10,4.166666666666667,25.0,0.0,0.0,0.0,56.94444444444444,13.88888888888889,41,24,17,0,56.94444444444444,58.53658536585366,41.46341463414634,0.0,1.3170731707317074,9.21951219512195,54.0,378.0,89.8487594127655,50000,50000,100.0,129505980,1122748,1050605,10179,0.8669468390571616,0.9688703175789188,456075,3723,128383232,1040426,384,384,22,279.4590384098845,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,3.0,64.0,0.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,,0,0.8598651885986328,1.32421875,0.656339168548584,1.32421875,7.6014404296875,4.940391540527344,5.644725799560547,15.536491394042969,36.3,0.0,0.0,1.19140625
124,19522.167118787766,2,288,36,0.0005782854718647295,8.493508338928223,0.6743207573890686,39.72094026559731,11439.630796492023,0.9063229560852051,36,36,10368,1.032155301144848,11.183069388071695,8.242276668548584,0.0002,-40.0,45.0,4514,27648,72,24,33.333333333333336,27,4,23,37.5,5.555555555555555,31.944444444444443,21,29.166666666666668,62.5,48.473963726183854,0.11271318648831406,139.51388888888889,10045,32,40,44.44444444444444,55.55555555555556,50.0,41.666666666666664,-0.0013897418975830078,0.04025604989793566,0.004066566566566567,108.80555555555556,139.20833333333334,98.84785077417317,12.570740629908862,99,0.0,0,0,25,89,34.72222222222222,17,23.61111111111111,95.45548484221476,0.0,0.0,0.0037285275757312775,-0.05753784254193306,-0.03582763671875,enabled,-0.11499999999999999,30,0,0,4.708333333333333,120,4,23,0,0,0,32,13,5.555555555555555,31.944444444444443,0.0,0.0,0.0,44.44444444444444,18.055555555555557,32,15,17,0,44.44444444444444,46.875,53.125,0.0,-0.375,10.1875,-12.0,326.0,89.12000727653503,50000,50000,100.0,130561138,1135024,1055158,12276,0.8693429127433003,1.1634276572797628,459750,3675,129426114,1042882,384,384,22,283.7774149659864,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,4.0,64.0,0.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,,0,0.8598651885986328,1.32421875,0.656339168548584,1.32421875,7.6014404296875,4.974540710449219,5.881343841552734,15.536491394042969,37.9,0.0,0.0,1.3671875
125,19614.10906982422,1,288,36,0.0005720441018517363,8.462037086486816,0.6795346140861511,39.29518831223076,11317.01423392246,0.9161427021026611,37,36,10368,1.0195177956371986,10.91757975684272,8.244125737084282,0.0002,-40.0,45.0,4551,27648,72,17,23.61111111111111,26,4,22,36.111111111111114,5.555555555555555,30.555555555555557,29,40.27777777777778,63.888888888888886,47.52711281097166,0.11498920905098978,145.16666666666666,10452,34,38,47.22222222222222,52.77777777777778,41.666666666666664,50.0,0.0010176764594184028,0.04861005147298177,0.0017517517517517515,105.0,145.58333333333334,99.5987992512441,8.088494744744743,99,0.0,0,0,23,42,31.944444444444443,11,15.277777777777779,98.16961561928005,0.0,0.0,0.0006486643687821925,-0.07550048828125,-0.05060577392578125,enabled,-0.11524999999999999,30,0,0,4.697916666666667,120,4,22,0,0,0,38,8,5.555555555555555,30.555555555555557,0.0,0.0,0.0,52.77777777777778,11.11111111111111,38,14,24,0,52.77777777777778,36.8421052631579,63.1578947368421,0.0,-2.289473684210526,8.552631578947368,-87.0,325.0,90.89548563957214,50000,50000,100.0,131610945,1139965,1049807,4941,0.8661627648065289,0.47065793998325406,463458,3708,130470980,1044866,384,384,22,281.7869471413161,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,0.0,5.0,64.0,0.0,0.75,19.0,15.0,30.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,120.0,,0,0.8598651885986328,1.32421875,0.656339168548584,1.32421875,7.6014404296875,5.041591644287109,5.814659118652344,15.536491394042969,37.4,0.0,0.0,1.22607421875
126,20122.709420204163,6,288,36,0.0005660116383009546,8.434887886047363,0.6182891726493835,39.83729586989495,11473.141210529746,0.9036757946014404,36,36,10368,1.0159725624693778,10.180830981996325,8.247204595141941,0.0002,-40.0,45.0,4587,27648,72,24,33.333333333333336,28,6,22,38.888888888888886,8.333333333333334,30.555555555555557,20,27.77777777777778,61.111111111111114,47.434859377294835,0.11205387498733654,141.73611111111111,10205,37,35,51.388888888888886,48.611111111111114,50.0,50.0,-0.010691954029930962,0.04661588536368476,0.002533783783783784,111.75,141.5,99.10165928163298,11.880589872606885,99,0.0,0,0,32,88,44.44444444444444,16,22.22222222222222,96.69155679222534,0.0,0.0,-0.01919008418917656,-0.07301636040210724,-0.05745697021484375,enabled,-0.11549999999999999,29,0,0,4.6875,120,6,22,0,0,0,36,8,8.333333333333334,30.555555555555557,0.0,0.0,0.0,50.0,11.11111111111111,36,19,17,0,50.0,52.77777777777778,47.22222222222222,0.0,0.8611111111111112,8.472222222222221,31.0,305.0,91.07226324081421,50000,50000,100.0,132693563,1151925,1082618,11960,0.8681091787398911,1.1047294613612557,467232,3774,131541638,1070658,384,384,22,283.6931637519873,1,416.06773114204407,28,12,24,64,0.5125,51.24999999999999,18.75,81.25,52,0.504,0.0,0.0,12.0,0.0,0.0,45.0,7.0,81.25,70.3125,10.9375,0.0,0.4700690617416445,0.5549309382583555,8.687699877294484,39.33663307050931,undecided,1.0,0.0,64.0,64.0,0.75,28.0,12.0,24.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,126.0,loop-loss,1,0.9268689155578613,1.32421875,0.7463197708129883,1.32421875,7.6014404296875,11.18545150756836,6.312477111816406,15.536491394042969,40.6,0.0,0.0,0.876953125
127,20214.84002637863,5,288,36,0.0005600211918382962,8.40762996673584,0.5936858057975769,39.65544931391149,11420.76940240651,0.9078197479248047,36,36,10368,1.000289435600579,9.692988395690918,8.249431663089329,0.0002,-40.0,45.0,4623,27648,72,27,37.5,31,2,29,43.05555555555556,2.7777777777777777,40.27777777777778,14,19.444444444444443,56.94444444444444,47.42470648469644,0.11378636173932376,143.95833333333334,10365,34,38,47.22222222222222,52.77777777777778,50.0,50.0,-0.003385729259914822,0.039183113310072154,-0.00015640640640640646,110.25,143.30555555555554,98.81587059714195,11.608579648483666,99,0.0,0,0,32,118,44.44444444444444,22,30.555555555555557,96.44560725517552,0.0,0.0,-0.004385726992040873,-0.06890869140625,-0.04510498046875,enabled,-0.11574999999999999,29,0,0,4.677083333333333,120,2,29,0,0,0,27,14,2.7777777777777777,40.27777777777778,0.0,0.0,0.0,37.5,19.444444444444443,27,17,10,0,37.5,62.96296296296296,37.03703703703704,0.0,3.740740740740741,9.222222222222221,101.0,249.0,91.0917603969574,50000,50000,100.0,133778524,1166630,1084961,14705,0.8720607501993369,1.3553482567576163,471029,3797,132611894,1070256,384,384,22,281.86884382407163,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,1.0,1.0,64.0,0.0,0.75,28.0,12.0,24.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,126.0,,1,0.9498457908630371,1.32421875,0.7463197708129883,1.32421875,7.6014404296875,5.028911590576172,5.911243438720703,15.536491394042969,38.0,0.0,0.0,1.23095703125
128,20305.730879068375,4,288,36,0.0005540750718949056,8.38092041015625,0.5889208912849426,39.332549608211245,11327.774287164839,0.9152724742889404,36,36,10368,1.0312313507061865,9.699581729041206,8.250814623302883,0.0002,-40.0,45.0,4659,27648,72,26,36.111111111111114,28,6,22,38.888888888888886,8.333333333333334,30.555555555555557,18,25.0,61.111111111111114,48.31658238393936,0.11244789798336258,139.63888888888889,10054,40,32,55.55555555555556,44.44444444444444,50.0,58.333333333333336,-0.01216037654214435,0.04576899856328964,0.0037850350350350347,110.47222222222223,139.45833333333334,99.12390751258502,12.447847345082701,99,0.0,0,0,29,83,40.27777777777778,17,23.61111111111111,96.78317601481157,0.0,0.0,-0.01636992208659649,-0.07554016262292862,-0.06127166748046875,enabled,-0.11599999999999999,29,0,0,4.666666666666667,120,6,22,0,0,0,32,12,8.333333333333334,30.555555555555557,0.0,0.0,0.0,44.44444444444444,16.666666666666668,32,21,11,0,44.44444444444444,65.625,34.375,0.0,3.09375,9.28125,99.0,297.0,89.41029739379883,50000,50000,100.0,134832034,1176800,1053510,10170,0.8727896220863953,0.9653444200814421,474672,3643,133655234,1043340,384,384,22,286.3958276146034,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,1.0,2.0,64.0,0.0,0.75,28.0,12.0,24.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,126.0,,1,0.9498457908630371,1.32421875,0.7463197708129883,1.32421875,7.6014404296875,4.961437225341797,6.077911376953125,15.536491394042969,39.1,0.0,0.0,1.16552734375
129,20396.425894498825,3,288,36,0.000548175570813211,8.35053539276123,0.5939019918441772,39.626788185887875,11412.514997535709,0.9084763526916504,36,36,10368,1.0107233378826281,9.581428368886312,8.252057022518581,0.0002,-40.0,45.0,4695,27648,72,24,33.333333333333336,31,3,28,43.05555555555556,4.166666666666667,38.888888888888886,17,23.61111111111111,56.94444444444444,48.183463884001505,0.114413419565298,142.47222222222223,10258,36,36,50.0,50.0,58.333333333333336,50.0,-0.005405955844455295,0.04554308785332574,0.004348098098098098,105.97222222222223,142.11111111111111,99.0166422255907,9.233270174936846,99,0.0,0,0,25,97,34.72222222222222,17,23.61111111111111,96.2110456425043,0.0,0.0,-0.007802498061209917,-0.06982421875,-0.051361083984375,enabled,-0.11624999999999999,28,0,0,4.65625,120,3,28,0,0,0,27,14,4.166666666666667,38.888888888888886,0.0,0.0,0.0,37.5,19.444444444444443,27,17,10,0,37.5,62.96296296296296,37.03703703703704,0.0,2.925925925925926,9.222222222222221,79.0,249.0,89.65731501579285,50000,50000,100.0,135878518,1188605,1046484,11805,0.8747556401814744,1.1280631141995483,478384,3712,134689913,1034679,384,384,22,278.7389547413793,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skipped,1.0,3.0,64.0,0.0,0.75,28.0,12.0,24.0,64.0,64.0,10.0,0.0,0.4,0.5,0.004,126.0,,1,0.9498457908630371,1.32421875,0.7463197708129883,1.32421875,7.6014404296875,4.879444122314453,5.918407440185547,15.536491394042969,38.1,0.0,0.0,1.1748046875
