iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
11,27663.768805742264,90,90,90,11520,2.502208948135376,3010.8690423965454,8.273444981045193,0.09536117339389293,0.12979025286104945,0.01770140780238526,8.197565576765273,0.0032636205971766623,0.000296484375,6.38673276371426,0.29245854839498203,0.0004745,4603.932061143256,60.0,100.0,24000,24000,ramp,1,115,0.375,14,8.5,128,0,0,128,98.285546875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
12,41370.17821097374,90,90,90,11520,2.538841485977173,3029.620381116867,8.158269246419271,0.09822319532363481,0.11836264174845483,0.01560733722249326,8.181860881381565,0.006821846451479004,0.00029609374999999997,6.14066415892707,0.2808977350365943,0.0005232500000000001,4537.502661599244,60.0,100.0,24000,24000,ramp,1,112,0.3625,14,8.25,128,0,1,127,99.97504512281253,0.78125,0.0,0.0,99.21875,50.0,100.0,0.0,10673.266563177109,reject
13,44310.53524374962,90,90,90,11520,2.550029993057251,2937.6083705425262,8.027724530961779,0.12531082064137447,0.10942374989390373,0.016467815992244058,8.149963569641113,0.013335574818194364,0.00029570312499999996,5.892973068025377,0.3413463658704557,0.000572,4517.593922959542,60.0,100.0,24000,24000,ramp,1,110,0.35,13,8.0,128,1,2,125,100.83440044265275,2.34375,0.0,0.0,97.65625,0.0,0.0,0.0,0.0,skipped
14,47225.824806690216,90,90,90,11520,2.742000102996826,2912.336370229721,7.900603018866645,0.12115792388584343,0.08863497575124105,0.01334399022827917,8.08942945268419,0.024392191604133195,0.0002953125,5.363440905676947,0.2424054042125108,0.00062075,4201.312752471962,60.0,100.0,24000,24000,ramp,1,108,0.3375,13,7.75,128,1,1,126,102.04411648646516,1.5625,0.0,0.0,98.4375,0.0,0.0,0.0,0.0,skipped
15,50116.66105937958,90,90,90,11520,2.8146321773529053,2887.8156445026398,7.769317960739135,0.11735725699596339,0.07626288139985668,0.010967916340005308,8.00590115653144,0.029942938961169695,0.000294921875,5.034651385413276,0.20225201254745692,0.000649946177873606,4092.897143965108,60.0,100.0,24000,24000,ramp,1,105,0.325,13,7.5,128,0,0,128,101.646328125,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
16,53048.43722629547,90,90,90,11520,2.686915636062622,2928.876438140869,7.60200276904636,0.1324847936469941,0.06438821160958873,0.009072293436945456,7.906440782546997,0.03503291971426684,0.00029453125,4.646548408932156,0.2004716492832893,0.0006493410590951568,4287.443880032381,60.0,100.0,24000,24000,ramp,1,102,0.3125,12,7.25,128,0,0,128,101.443046875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
17,56089.25657534599,90,90,90,11520,2.8735604286193848,3037.7370779514313,7.449558771981133,0.13566500138084445,0.0544174428201384,0.007560573745599836,7.790959649615818,0.037263828330775,0.00029414062499999997,4.350981301731533,0.1679409192013386,0.000648065877355257,4008.9638920643256,60.0,100.0,24000,24000,steady,1,100,0.3,12,7.0,128,0,0,128,101.943359375,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
18,59023.61936092377,90,90,90,11520,2.670179605484009,2931.489066839218,7.306354888280233,0.1581104608067025,0.04798063875900375,0.006395336575110285,7.682839361826579,0.045941927315650714,0.00029374999999999996,4.17247068617079,0.18927284582631398,0.0006461255336913181,4314.316526251736,60.0,100.0,24000,24000,steady,1,100,0.3,12,7.0,128,0,0,128,102.883671875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
19,62042.67949175835,90,90,90,11520,2.4832184314727783,3016.3759865760803,7.152864397896661,0.14301214950556396,0.04078661969138516,0.00623743828404121,7.5556629604763454,0.051668063046955245,0.000293359375,4.060035936037699,0.19372504253969836,0.0006435274856261318,4639.140823857197,60.0,100.0,24000,24000,steady,1,100,0.3,12,7.0,128,0,0,128,104.54015625,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
20,65058.975559949875,90,90,90,11520,2.439349889755249,3013.6530220508575,6.949742190043131,0.14189870579865382,0.03461487233224842,0.004988791021890219,7.400601959228515,0.04744297338522001,0.00029296875,3.8129868533876206,0.19070204695274207,0.0006402817185056032,4722.569750400117,60.0,100.0,24000,24000,steady,1,100,0.3,12,7.0,128,0,0,128,103.98859375,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,skipped
